Date,fund,price,Asset_Class
2019-06-20,L&G Cash Trust I Acc,0.9793,Bonds
2019-06-21,L&G Cash Trust I Acc,0.9793,Bonds
2019-06-22,L&G Cash Trust I Acc,0.9793,Bonds
2019-06-23,L&G Cash Trust I Acc,0.9793,Bonds
2019-06-24,L&G Cash Trust I Acc,0.9794,Bonds
2019-06-25,L&G Cash Trust I Acc,0.9794,Bonds
2019-06-26,L&G Cash Trust I Acc,0.9794,Bonds
2019-06-27,L&G Cash Trust I Acc,0.9794,Bonds
2019-06-28,L&G Cash Trust I Acc,0.9794,Bonds
2019-06-29,L&G Cash Trust I Acc,0.9794,Bonds
2019-06-30,L&G Cash Trust I Acc,0.9794,Bonds
2019-07-01,L&G Cash Trust I Acc,0.9795,Bonds
2019-07-02,L&G Cash Trust I Acc,0.9795,Bonds
2019-07-03,L&G Cash Trust I Acc,0.9795,Bonds
2019-07-04,L&G Cash Trust I Acc,0.9795,Bonds
2019-07-05,L&G Cash Trust I Acc,0.9796,Bonds
2019-07-06,L&G Cash Trust I Acc,0.9796,Bonds
2019-07-07,L&G Cash Trust I Acc,0.9796,Bonds
2019-07-08,L&G Cash Trust I Acc,0.9796,Bonds
2019-07-09,L&G Cash Trust I Acc,0.9796,Bonds
2019-07-10,L&G Cash Trust I Acc,0.9796,Bonds
2019-07-11,L&G Cash Trust I Acc,0.9797,Bonds
2019-07-12,L&G Cash Trust I Acc,0.9797,Bonds
2019-07-13,L&G Cash Trust I Acc,0.9797,Bonds
2019-07-14,L&G Cash Trust I Acc,0.9797,Bonds
2019-07-15,L&G Cash Trust I Acc,0.9797,Bonds
2019-07-16,L&G Cash Trust I Acc,0.9797,Bonds
2019-07-17,L&G Cash Trust I Acc,0.9798,Bonds
2019-07-18,L&G Cash Trust I Acc,0.9798,Bonds
2019-07-19,L&G Cash Trust I Acc,0.9798,Bonds
2019-07-20,L&G Cash Trust I Acc,0.9798,Bonds
2019-07-21,L&G Cash Trust I Acc,0.9798,Bonds
2019-07-22,L&G Cash Trust I Acc,0.9798,Bonds
2019-07-23,L&G Cash Trust I Acc,0.9799,Bonds
2019-07-24,L&G Cash Trust I Acc,0.9799,Bonds
2019-07-25,L&G Cash Trust I Acc,0.9799,Bonds
2019-07-26,L&G Cash Trust I Acc,0.9799,Bonds
2019-07-27,L&G Cash Trust I Acc,0.9799,Bonds
2019-07-28,L&G Cash Trust I Acc,0.9799,Bonds
2019-07-29,L&G Cash Trust I Acc,0.98,Bonds
2019-07-30,L&G Cash Trust I Acc,0.98,Bonds
2019-07-31,L&G Cash Trust I Acc,0.98,Bonds
2019-08-01,L&G Cash Trust I Acc,0.98,Bonds
2019-08-02,L&G Cash Trust I Acc,0.98,Bonds
2019-08-03,L&G Cash Trust I Acc,0.98,Bonds
2019-08-04,L&G Cash Trust I Acc,0.98,Bonds
2019-08-05,L&G Cash Trust I Acc,0.9801,Bonds
2019-08-06,L&G Cash Trust I Acc,0.9801,Bonds
2019-08-07,L&G Cash Trust I Acc,0.9801,Bonds
2019-08-08,L&G Cash Trust I Acc,0.9801,Bonds
2019-08-09,L&G Cash Trust I Acc,0.9801,Bonds
2019-08-10,L&G Cash Trust I Acc,0.9801,Bonds
2019-08-11,L&G Cash Trust I Acc,0.9801,Bonds
2019-08-12,L&G Cash Trust I Acc,0.9802,Bonds
2019-08-13,L&G Cash Trust I Acc,0.9802,Bonds
2019-08-14,L&G Cash Trust I Acc,0.9802,Bonds
2019-08-15,L&G Cash Trust I Acc,0.9802,Bonds
2019-08-16,L&G Cash Trust I Acc,0.9803,Bonds
2019-08-17,L&G Cash Trust I Acc,0.9803,Bonds
2019-08-18,L&G Cash Trust I Acc,0.9803,Bonds
2019-08-19,L&G Cash Trust I Acc,0.9803,Bonds
2019-08-20,L&G Cash Trust I Acc,0.9803,Bonds
2019-08-21,L&G Cash Trust I Acc,0.9804,Bonds
2019-08-22,L&G Cash Trust I Acc,0.9804,Bonds
2019-08-23,L&G Cash Trust I Acc,0.9804,Bonds
2019-08-24,L&G Cash Trust I Acc,0.9804,Bonds
2019-08-25,L&G Cash Trust I Acc,0.9804,Bonds
2019-08-26,L&G Cash Trust I Acc,0.9804,Bonds
2019-08-27,L&G Cash Trust I Acc,0.9805,Bonds
2019-08-28,L&G Cash Trust I Acc,0.9805,Bonds
2019-08-29,L&G Cash Trust I Acc,0.9805,Bonds
2019-08-30,L&G Cash Trust I Acc,0.9805,Bonds
2019-08-31,L&G Cash Trust I Acc,0.9805,Bonds
2019-09-01,L&G Cash Trust I Acc,0.9805,Bonds
2019-09-02,L&G Cash Trust I Acc,0.9806,Bonds
2019-09-03,L&G Cash Trust I Acc,0.9806,Bonds
2019-09-04,L&G Cash Trust I Acc,0.9806,Bonds
2019-09-05,L&G Cash Trust I Acc,0.9806,Bonds
2019-09-06,L&G Cash Trust I Acc,0.9806,Bonds
2019-09-07,L&G Cash Trust I Acc,0.9806,Bonds
2019-09-08,L&G Cash Trust I Acc,0.9806,Bonds
2019-09-09,L&G Cash Trust I Acc,0.9807,Bonds
2019-09-10,L&G Cash Trust I Acc,0.9807,Bonds
2019-09-11,L&G Cash Trust I Acc,0.9807,Bonds
2019-09-12,L&G Cash Trust I Acc,0.9807,Bonds
2019-09-13,L&G Cash Trust I Acc,0.9807,Bonds
2019-09-14,L&G Cash Trust I Acc,0.9807,Bonds
2019-09-15,L&G Cash Trust I Acc,0.9807,Bonds
2019-09-16,L&G Cash Trust I Acc,0.9808,Bonds
2019-09-17,L&G Cash Trust I Acc,0.9808,Bonds
2019-09-18,L&G Cash Trust I Acc,0.9808,Bonds
2019-09-19,L&G Cash Trust I Acc,0.9808,Bonds
2019-09-20,L&G Cash Trust I Acc,0.9808,Bonds
2019-09-21,L&G Cash Trust I Acc,0.9808,Bonds
2019-09-22,L&G Cash Trust I Acc,0.9808,Bonds
2019-09-23,L&G Cash Trust I Acc,0.9809,Bonds
2019-09-24,L&G Cash Trust I Acc,0.9809,Bonds
2019-09-25,L&G Cash Trust I Acc,0.9809,Bonds
2019-09-26,L&G Cash Trust I Acc,0.9809,Bonds
2019-09-27,L&G Cash Trust I Acc,0.9809,Bonds
2019-09-28,L&G Cash Trust I Acc,0.9809,Bonds
2019-09-29,L&G Cash Trust I Acc,0.9809,Bonds
2019-09-30,L&G Cash Trust I Acc,0.981,Bonds
2019-10-01,L&G Cash Trust I Acc,0.981,Bonds
2019-10-02,L&G Cash Trust I Acc,0.9811,Bonds
2019-10-03,L&G Cash Trust I Acc,0.9811,Bonds
2019-10-04,L&G Cash Trust I Acc,0.9811,Bonds
2019-10-05,L&G Cash Trust I Acc,0.9811,Bonds
2019-10-06,L&G Cash Trust I Acc,0.9811,Bonds
2019-10-07,L&G Cash Trust I Acc,0.9811,Bonds
2019-10-08,L&G Cash Trust I Acc,0.9812,Bonds
2019-10-09,L&G Cash Trust I Acc,0.9812,Bonds
2019-10-10,L&G Cash Trust I Acc,0.9812,Bonds
2019-10-11,L&G Cash Trust I Acc,0.9812,Bonds
2019-10-12,L&G Cash Trust I Acc,0.9812,Bonds
2019-10-13,L&G Cash Trust I Acc,0.9812,Bonds
2019-10-14,L&G Cash Trust I Acc,0.9812,Bonds
2019-10-15,L&G Cash Trust I Acc,0.9813,Bonds
2019-10-16,L&G Cash Trust I Acc,0.9813,Bonds
2019-10-17,L&G Cash Trust I Acc,0.9813,Bonds
2019-10-18,L&G Cash Trust I Acc,0.9813,Bonds
2019-10-19,L&G Cash Trust I Acc,0.9813,Bonds
2019-10-20,L&G Cash Trust I Acc,0.9813,Bonds
2019-10-21,L&G Cash Trust I Acc,0.9813,Bonds
2019-10-22,L&G Cash Trust I Acc,0.9814,Bonds
2019-10-23,L&G Cash Trust I Acc,0.9814,Bonds
2019-10-24,L&G Cash Trust I Acc,0.9814,Bonds
2019-10-25,L&G Cash Trust I Acc,0.9814,Bonds
2019-10-26,L&G Cash Trust I Acc,0.9814,Bonds
2019-10-27,L&G Cash Trust I Acc,0.9814,Bonds
2019-10-28,L&G Cash Trust I Acc,0.9815,Bonds
2019-10-29,L&G Cash Trust I Acc,0.9815,Bonds
2019-10-30,L&G Cash Trust I Acc,0.9815,Bonds
2019-10-31,L&G Cash Trust I Acc,0.9815,Bonds
2019-11-01,L&G Cash Trust I Acc,0.9815,Bonds
2019-11-02,L&G Cash Trust I Acc,0.9815,Bonds
2019-11-03,L&G Cash Trust I Acc,0.9815,Bonds
2019-11-04,L&G Cash Trust I Acc,0.9816,Bonds
2019-11-05,L&G Cash Trust I Acc,0.9816,Bonds
2019-11-06,L&G Cash Trust I Acc,0.9816,Bonds
2019-11-07,L&G Cash Trust I Acc,0.9816,Bonds
2019-11-08,L&G Cash Trust I Acc,0.9817,Bonds
2019-11-09,L&G Cash Trust I Acc,0.9817,Bonds
2019-11-10,L&G Cash Trust I Acc,0.9817,Bonds
2019-11-11,L&G Cash Trust I Acc,0.9817,Bonds
2019-11-12,L&G Cash Trust I Acc,0.9817,Bonds
2019-11-13,L&G Cash Trust I Acc,0.9817,Bonds
2019-11-14,L&G Cash Trust I Acc,0.9818,Bonds
2019-11-15,L&G Cash Trust I Acc,0.9818,Bonds
2019-11-16,L&G Cash Trust I Acc,0.9818,Bonds
2019-11-17,L&G Cash Trust I Acc,0.9818,Bonds
2019-11-18,L&G Cash Trust I Acc,0.9818,Bonds
2019-11-19,L&G Cash Trust I Acc,0.9819,Bonds
2019-11-20,L&G Cash Trust I Acc,0.9819,Bonds
2019-11-21,L&G Cash Trust I Acc,0.9819,Bonds
2019-11-22,L&G Cash Trust I Acc,0.9819,Bonds
2019-11-23,L&G Cash Trust I Acc,0.9819,Bonds
2019-11-24,L&G Cash Trust I Acc,0.9819,Bonds
2019-11-25,L&G Cash Trust I Acc,0.982,Bonds
2019-11-26,L&G Cash Trust I Acc,0.982,Bonds
2019-11-27,L&G Cash Trust I Acc,0.982,Bonds
2019-11-28,L&G Cash Trust I Acc,0.982,Bonds
2019-11-29,L&G Cash Trust I Acc,0.9821,Bonds
2019-11-30,L&G Cash Trust I Acc,0.9821,Bonds
2019-12-01,L&G Cash Trust I Acc,0.9821,Bonds
2019-12-02,L&G Cash Trust I Acc,0.9821,Bonds
2019-12-03,L&G Cash Trust I Acc,0.9821,Bonds
2019-12-04,L&G Cash Trust I Acc,0.9821,Bonds
2019-12-05,L&G Cash Trust I Acc,0.9821,Bonds
2019-12-06,L&G Cash Trust I Acc,0.9821,Bonds
2019-12-07,L&G Cash Trust I Acc,0.9821,Bonds
2019-12-08,L&G Cash Trust I Acc,0.9821,Bonds
2019-12-09,L&G Cash Trust I Acc,0.9822,Bonds
2019-12-10,L&G Cash Trust I Acc,0.9822,Bonds
2019-12-11,L&G Cash Trust I Acc,0.9822,Bonds
2019-12-12,L&G Cash Trust I Acc,0.9822,Bonds
2019-12-13,L&G Cash Trust I Acc,0.9822,Bonds
2019-12-14,L&G Cash Trust I Acc,0.9822,Bonds
2019-12-15,L&G Cash Trust I Acc,0.9822,Bonds
2019-12-16,L&G Cash Trust I Acc,0.9823,Bonds
2019-12-17,L&G Cash Trust I Acc,0.9823,Bonds
2019-12-18,L&G Cash Trust I Acc,0.9823,Bonds
2019-12-19,L&G Cash Trust I Acc,0.9823,Bonds
2019-12-20,L&G Cash Trust I Acc,0.9823,Bonds
2019-12-21,L&G Cash Trust I Acc,0.9823,Bonds
2019-12-22,L&G Cash Trust I Acc,0.9823,Bonds
2019-12-23,L&G Cash Trust I Acc,0.9824,Bonds
2019-12-24,L&G Cash Trust I Acc,0.9824,Bonds
2019-12-25,L&G Cash Trust I Acc,0.9824,Bonds
2019-12-26,L&G Cash Trust I Acc,0.9824,Bonds
2019-12-27,L&G Cash Trust I Acc,0.9824,Bonds
2019-12-28,L&G Cash Trust I Acc,0.9824,Bonds
2019-12-29,L&G Cash Trust I Acc,0.9824,Bonds
2019-12-30,L&G Cash Trust I Acc,0.9825,Bonds
2019-12-31,L&G Cash Trust I Acc,0.9825,Bonds
2020-01-01,L&G Cash Trust I Acc,0.9825,Bonds
2020-01-02,L&G Cash Trust I Acc,0.9825,Bonds
2020-01-03,L&G Cash Trust I Acc,0.9826,Bonds
2020-01-04,L&G Cash Trust I Acc,0.9826,Bonds
2020-01-05,L&G Cash Trust I Acc,0.9826,Bonds
2020-01-06,L&G Cash Trust I Acc,0.9826,Bonds
2020-01-07,L&G Cash Trust I Acc,0.9826,Bonds
2020-01-08,L&G Cash Trust I Acc,0.9826,Bonds
2020-01-09,L&G Cash Trust I Acc,0.9827,Bonds
2020-01-10,L&G Cash Trust I Acc,0.9827,Bonds
2020-01-11,L&G Cash Trust I Acc,0.9827,Bonds
2020-01-12,L&G Cash Trust I Acc,0.9827,Bonds
2020-01-13,L&G Cash Trust I Acc,0.9828,Bonds
2020-01-14,L&G Cash Trust I Acc,0.9828,Bonds
2020-01-15,L&G Cash Trust I Acc,0.9829,Bonds
2020-01-16,L&G Cash Trust I Acc,0.9829,Bonds
2020-01-17,L&G Cash Trust I Acc,0.9829,Bonds
2020-01-18,L&G Cash Trust I Acc,0.9829,Bonds
2020-01-19,L&G Cash Trust I Acc,0.9829,Bonds
2020-01-20,L&G Cash Trust I Acc,0.983,Bonds
2020-01-21,L&G Cash Trust I Acc,0.983,Bonds
2020-01-22,L&G Cash Trust I Acc,0.983,Bonds
2020-01-23,L&G Cash Trust I Acc,0.983,Bonds
2020-01-24,L&G Cash Trust I Acc,0.983,Bonds
2020-01-25,L&G Cash Trust I Acc,0.983,Bonds
2020-01-26,L&G Cash Trust I Acc,0.983,Bonds
2020-01-27,L&G Cash Trust I Acc,0.9831,Bonds
2020-01-28,L&G Cash Trust I Acc,0.9831,Bonds
2020-01-29,L&G Cash Trust I Acc,0.9831,Bonds
2020-01-30,L&G Cash Trust I Acc,0.9831,Bonds
2020-01-31,L&G Cash Trust I Acc,0.9831,Bonds
2020-02-01,L&G Cash Trust I Acc,0.9831,Bonds
2020-02-02,L&G Cash Trust I Acc,0.9831,Bonds
2020-02-03,L&G Cash Trust I Acc,0.9831,Bonds
2020-02-04,L&G Cash Trust I Acc,0.9831,Bonds
2020-02-05,L&G Cash Trust I Acc,0.9831,Bonds
2020-02-06,L&G Cash Trust I Acc,0.9831,Bonds
2020-02-07,L&G Cash Trust I Acc,0.9832,Bonds
2020-02-08,L&G Cash Trust I Acc,0.9832,Bonds
2020-02-09,L&G Cash Trust I Acc,0.9832,Bonds
2020-02-10,L&G Cash Trust I Acc,0.9832,Bonds
2020-02-11,L&G Cash Trust I Acc,0.9832,Bonds
2020-02-12,L&G Cash Trust I Acc,0.9832,Bonds
2020-02-13,L&G Cash Trust I Acc,0.9832,Bonds
2020-02-14,L&G Cash Trust I Acc,0.9833,Bonds
2020-02-15,L&G Cash Trust I Acc,0.9833,Bonds
2020-02-16,L&G Cash Trust I Acc,0.9833,Bonds
2020-02-17,L&G Cash Trust I Acc,0.9834,Bonds
2020-02-18,L&G Cash Trust I Acc,0.9835,Bonds
2020-02-19,L&G Cash Trust I Acc,0.9835,Bonds
2020-02-20,L&G Cash Trust I Acc,0.9835,Bonds
2020-02-21,L&G Cash Trust I Acc,0.9835,Bonds
2020-02-22,L&G Cash Trust I Acc,0.9835,Bonds
2020-02-23,L&G Cash Trust I Acc,0.9835,Bonds
2020-02-24,L&G Cash Trust I Acc,0.9836,Bonds
2020-02-25,L&G Cash Trust I Acc,0.9836,Bonds
2020-02-26,L&G Cash Trust I Acc,0.9836,Bonds
2020-02-27,L&G Cash Trust I Acc,0.9837,Bonds
2020-02-28,L&G Cash Trust I Acc,0.9837,Bonds
2020-02-29,L&G Cash Trust I Acc,0.9837,Bonds
2020-03-01,L&G Cash Trust I Acc,0.9837,Bonds
2020-03-02,L&G Cash Trust I Acc,0.9839,Bonds
2020-03-03,L&G Cash Trust I Acc,0.9839,Bonds
2020-03-04,L&G Cash Trust I Acc,0.9841,Bonds
2020-03-05,L&G Cash Trust I Acc,0.9841,Bonds
2020-03-06,L&G Cash Trust I Acc,0.9841,Bonds
2020-03-07,L&G Cash Trust I Acc,0.9841,Bonds
2020-03-08,L&G Cash Trust I Acc,0.9841,Bonds
2020-03-09,L&G Cash Trust I Acc,0.9841,Bonds
2020-03-10,L&G Cash Trust I Acc,0.9842,Bonds
2020-03-11,L&G Cash Trust I Acc,0.9844,Bonds
2020-03-12,L&G Cash Trust I Acc,0.9843,Bonds
2020-03-13,L&G Cash Trust I Acc,0.9842,Bonds
2020-03-14,L&G Cash Trust I Acc,0.9842,Bonds
2020-03-15,L&G Cash Trust I Acc,0.9842,Bonds
2020-03-16,L&G Cash Trust I Acc,0.9842,Bonds
2020-03-17,L&G Cash Trust I Acc,0.9842,Bonds
2020-03-18,L&G Cash Trust I Acc,0.9843,Bonds
2020-03-19,L&G Cash Trust I Acc,0.9842,Bonds
2020-03-20,L&G Cash Trust I Acc,0.9842,Bonds
2020-03-21,L&G Cash Trust I Acc,0.9842,Bonds
2020-03-22,L&G Cash Trust I Acc,0.9842,Bonds
2020-03-23,L&G Cash Trust I Acc,0.9842,Bonds
2020-03-24,L&G Cash Trust I Acc,0.9844,Bonds
2020-03-25,L&G Cash Trust I Acc,0.9843,Bonds
2020-03-26,L&G Cash Trust I Acc,0.9844,Bonds
2020-03-27,L&G Cash Trust I Acc,0.9843,Bonds
2020-03-28,L&G Cash Trust I Acc,0.9843,Bonds
2020-03-29,L&G Cash Trust I Acc,0.9843,Bonds
2020-03-30,L&G Cash Trust I Acc,0.9844,Bonds
2020-03-31,L&G Cash Trust I Acc,0.9844,Bonds
2020-04-01,L&G Cash Trust I Acc,0.9844,Bonds
2020-04-02,L&G Cash Trust I Acc,0.9844,Bonds
2020-04-03,L&G Cash Trust I Acc,0.9845,Bonds
2020-04-04,L&G Cash Trust I Acc,0.9845,Bonds
2020-04-05,L&G Cash Trust I Acc,0.9845,Bonds
2020-04-06,L&G Cash Trust I Acc,0.9844,Bonds
2020-04-07,L&G Cash Trust I Acc,0.9844,Bonds
2020-04-08,L&G Cash Trust I Acc,0.9844,Bonds
2020-04-09,L&G Cash Trust I Acc,0.9844,Bonds
2020-04-10,L&G Cash Trust I Acc,0.9844,Bonds
2020-04-11,L&G Cash Trust I Acc,0.9844,Bonds
2020-04-12,L&G Cash Trust I Acc,0.9844,Bonds
2020-04-13,L&G Cash Trust I Acc,0.9844,Bonds
2020-04-14,L&G Cash Trust I Acc,0.9844,Bonds
2020-04-15,L&G Cash Trust I Acc,0.9844,Bonds
2020-04-16,L&G Cash Trust I Acc,0.9844,Bonds
2020-04-17,L&G Cash Trust I Acc,0.9844,Bonds
2020-04-18,L&G Cash Trust I Acc,0.9844,Bonds
2020-04-19,L&G Cash Trust I Acc,0.9844,Bonds
2020-04-20,L&G Cash Trust I Acc,0.9844,Bonds
2020-04-21,L&G Cash Trust I Acc,0.9844,Bonds
2020-04-22,L&G Cash Trust I Acc,0.9844,Bonds
2020-04-23,L&G Cash Trust I Acc,0.9844,Bonds
2020-04-24,L&G Cash Trust I Acc,0.9845,Bonds
2020-04-25,L&G Cash Trust I Acc,0.9845,Bonds
2020-04-26,L&G Cash Trust I Acc,0.9845,Bonds
2020-04-27,L&G Cash Trust I Acc,0.9845,Bonds
2020-04-28,L&G Cash Trust I Acc,0.9846,Bonds
2020-04-29,L&G Cash Trust I Acc,0.9846,Bonds
2020-04-30,L&G Cash Trust I Acc,0.9846,Bonds
2020-05-01,L&G Cash Trust I Acc,0.9846,Bonds
2020-05-02,L&G Cash Trust I Acc,0.9846,Bonds
2020-05-03,L&G Cash Trust I Acc,0.9846,Bonds
2020-05-04,L&G Cash Trust I Acc,0.9846,Bonds
2020-05-05,L&G Cash Trust I Acc,0.9846,Bonds
2020-05-06,L&G Cash Trust I Acc,0.9846,Bonds
2020-05-07,L&G Cash Trust I Acc,0.9846,Bonds
2020-05-08,L&G Cash Trust I Acc,0.9846,Bonds
2020-05-09,L&G Cash Trust I Acc,0.9846,Bonds
2020-05-10,L&G Cash Trust I Acc,0.9846,Bonds
2020-05-11,L&G Cash Trust I Acc,0.9847,Bonds
2020-05-12,L&G Cash Trust I Acc,0.9847,Bonds
2020-05-13,L&G Cash Trust I Acc,0.9847,Bonds
2020-05-14,L&G Cash Trust I Acc,0.9847,Bonds
2020-05-15,L&G Cash Trust I Acc,0.9847,Bonds
2020-05-16,L&G Cash Trust I Acc,0.9847,Bonds
2020-05-17,L&G Cash Trust I Acc,0.9847,Bonds
2020-05-18,L&G Cash Trust I Acc,0.9847,Bonds
2020-05-19,L&G Cash Trust I Acc,0.9847,Bonds
2020-05-20,L&G Cash Trust I Acc,0.9847,Bonds
2020-05-21,L&G Cash Trust I Acc,0.9847,Bonds
2020-05-22,L&G Cash Trust I Acc,0.9847,Bonds
2020-05-23,L&G Cash Trust I Acc,0.9847,Bonds
2020-05-24,L&G Cash Trust I Acc,0.9847,Bonds
2020-05-25,L&G Cash Trust I Acc,0.9847,Bonds
2020-05-26,L&G Cash Trust I Acc,0.9848,Bonds
2020-05-27,L&G Cash Trust I Acc,0.9848,Bonds
2020-05-28,L&G Cash Trust I Acc,0.9848,Bonds
2020-05-29,L&G Cash Trust I Acc,0.9848,Bonds
2020-05-30,L&G Cash Trust I Acc,0.9848,Bonds
2020-05-31,L&G Cash Trust I Acc,0.9848,Bonds
2020-06-01,L&G Cash Trust I Acc,0.9848,Bonds
2020-06-02,L&G Cash Trust I Acc,0.9848,Bonds
2020-06-03,L&G Cash Trust I Acc,0.9848,Bonds
2020-06-04,L&G Cash Trust I Acc,0.9848,Bonds
2020-06-05,L&G Cash Trust I Acc,0.9848,Bonds
2020-06-06,L&G Cash Trust I Acc,0.9848,Bonds
2020-06-07,L&G Cash Trust I Acc,0.9848,Bonds
2020-06-08,L&G Cash Trust I Acc,0.9848,Bonds
2020-06-09,L&G Cash Trust I Acc,0.9849,Bonds
2020-06-10,L&G Cash Trust I Acc,0.9848,Bonds
2020-06-11,L&G Cash Trust I Acc,0.9848,Bonds
2020-06-12,L&G Cash Trust I Acc,0.9849,Bonds
2020-06-13,L&G Cash Trust I Acc,0.9849,Bonds
2020-06-14,L&G Cash Trust I Acc,0.9849,Bonds
2020-06-15,L&G Cash Trust I Acc,0.9849,Bonds
2020-06-16,L&G Cash Trust I Acc,0.9849,Bonds
2020-06-17,L&G Cash Trust I Acc,0.9849,Bonds
2020-06-18,L&G Cash Trust I Acc,0.9849,Bonds
2020-06-19,L&G Cash Trust I Acc,0.9849,Bonds
2020-06-20,L&G Cash Trust I Acc,0.9849,Bonds
2020-06-21,L&G Cash Trust I Acc,0.9849,Bonds
2020-06-22,L&G Cash Trust I Acc,0.9849,Bonds
2020-06-23,L&G Cash Trust I Acc,0.9849,Bonds
2020-06-24,L&G Cash Trust I Acc,0.9849,Bonds
2020-06-25,L&G Cash Trust I Acc,0.9849,Bonds
2020-06-26,L&G Cash Trust I Acc,0.9849,Bonds
2020-06-27,L&G Cash Trust I Acc,0.9849,Bonds
2020-06-28,L&G Cash Trust I Acc,0.9849,Bonds
2020-06-29,L&G Cash Trust I Acc,0.9849,Bonds
2020-06-30,L&G Cash Trust I Acc,0.9849,Bonds
2020-07-01,L&G Cash Trust I Acc,0.9849,Bonds
2020-07-02,L&G Cash Trust I Acc,0.9849,Bonds
2020-07-03,L&G Cash Trust I Acc,0.9849,Bonds
2020-07-04,L&G Cash Trust I Acc,0.9849,Bonds
2020-07-05,L&G Cash Trust I Acc,0.9849,Bonds
2020-07-06,L&G Cash Trust I Acc,0.9849,Bonds
2020-07-07,L&G Cash Trust I Acc,0.9849,Bonds
2020-07-08,L&G Cash Trust I Acc,0.9849,Bonds
2020-07-09,L&G Cash Trust I Acc,0.9849,Bonds
2020-07-10,L&G Cash Trust I Acc,0.9849,Bonds
2020-07-11,L&G Cash Trust I Acc,0.9849,Bonds
2020-07-12,L&G Cash Trust I Acc,0.9849,Bonds
2020-07-13,L&G Cash Trust I Acc,0.9849,Bonds
2020-07-14,L&G Cash Trust I Acc,0.9849,Bonds
2020-07-15,L&G Cash Trust I Acc,0.9849,Bonds
2020-07-16,L&G Cash Trust I Acc,0.9849,Bonds
2020-07-17,L&G Cash Trust I Acc,0.985,Bonds
2020-07-18,L&G Cash Trust I Acc,0.985,Bonds
2020-07-19,L&G Cash Trust I Acc,0.985,Bonds
2020-07-20,L&G Cash Trust I Acc,0.9849,Bonds
2020-07-21,L&G Cash Trust I Acc,0.9849,Bonds
2020-07-22,L&G Cash Trust I Acc,0.9849,Bonds
2020-07-23,L&G Cash Trust I Acc,0.9849,Bonds
2020-07-24,L&G Cash Trust I Acc,0.9849,Bonds
2020-07-25,L&G Cash Trust I Acc,0.9849,Bonds
2020-07-26,L&G Cash Trust I Acc,0.9849,Bonds
2020-07-27,L&G Cash Trust I Acc,0.9849,Bonds
2020-07-28,L&G Cash Trust I Acc,0.9849,Bonds
2020-07-29,L&G Cash Trust I Acc,0.9849,Bonds
2020-07-30,L&G Cash Trust I Acc,0.9849,Bonds
2020-07-31,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-01,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-02,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-03,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-04,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-05,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-06,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-07,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-08,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-09,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-10,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-11,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-12,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-13,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-14,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-15,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-16,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-17,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-18,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-19,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-20,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-21,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-22,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-23,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-24,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-25,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-26,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-27,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-28,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-29,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-30,L&G Cash Trust I Acc,0.9849,Bonds
2020-08-31,L&G Cash Trust I Acc,0.9849,Bonds
2020-09-01,L&G Cash Trust I Acc,0.9849,Bonds
2020-09-02,L&G Cash Trust I Acc,0.9849,Bonds
2020-09-03,L&G Cash Trust I Acc,0.9849,Bonds
2020-09-04,L&G Cash Trust I Acc,0.9849,Bonds
2020-09-05,L&G Cash Trust I Acc,0.9849,Bonds
2020-09-06,L&G Cash Trust I Acc,0.9849,Bonds
2020-09-07,L&G Cash Trust I Acc,0.9849,Bonds
2020-09-08,L&G Cash Trust I Acc,0.9849,Bonds
2020-09-09,L&G Cash Trust I Acc,0.9849,Bonds
2020-09-10,L&G Cash Trust I Acc,0.9849,Bonds
2020-09-11,L&G Cash Trust I Acc,0.9849,Bonds
2020-09-12,L&G Cash Trust I Acc,0.9849,Bonds
