Date,fund,price,Asset_Class
2013-08-09,Royal London Sustainable Div C Acc,1.098,Vol_managed
2013-08-10,Royal London Sustainable Div C Acc,1.098,Vol_managed
2013-08-11,Royal London Sustainable Div C Acc,1.098,Vol_managed
2013-08-12,Royal London Sustainable Div C Acc,1.1,Vol_managed
2013-08-13,Royal London Sustainable Div C Acc,1.101,Vol_managed
2013-08-14,Royal London Sustainable Div C Acc,1.1,Vol_managed
2013-08-15,Royal London Sustainable Div C Acc,1.091,Vol_managed
2013-08-16,Royal London Sustainable Div C Acc,1.086,Vol_managed
2013-08-17,Royal London Sustainable Div C Acc,1.086,Vol_managed
2013-08-18,Royal London Sustainable Div C Acc,1.086,Vol_managed
2013-08-19,Royal London Sustainable Div C Acc,1.087,Vol_managed
2013-08-20,Royal London Sustainable Div C Acc,1.083,Vol_managed
2013-08-21,Royal London Sustainable Div C Acc,1.083,Vol_managed
2013-08-22,Royal London Sustainable Div C Acc,1.082,Vol_managed
2013-08-23,Royal London Sustainable Div C Acc,1.086,Vol_managed
2013-08-24,Royal London Sustainable Div C Acc,1.086,Vol_managed
2013-08-25,Royal London Sustainable Div C Acc,1.086,Vol_managed
2013-08-26,Royal London Sustainable Div C Acc,1.086,Vol_managed
2013-08-27,Royal London Sustainable Div C Acc,1.088,Vol_managed
2013-08-28,Royal London Sustainable Div C Acc,1.083,Vol_managed
2013-08-29,Royal London Sustainable Div C Acc,1.086,Vol_managed
2013-08-30,Royal London Sustainable Div C Acc,1.087,Vol_managed
2013-08-31,Royal London Sustainable Div C Acc,1.087,Vol_managed
2013-09-01,Royal London Sustainable Div C Acc,1.087,Vol_managed
2013-09-02,Royal London Sustainable Div C Acc,1.089,Vol_managed
2013-09-03,Royal London Sustainable Div C Acc,1.089,Vol_managed
2013-09-04,Royal London Sustainable Div C Acc,1.085,Vol_managed
2013-09-05,Royal London Sustainable Div C Acc,1.089,Vol_managed
2013-09-06,Royal London Sustainable Div C Acc,1.087,Vol_managed
2013-09-07,Royal London Sustainable Div C Acc,1.087,Vol_managed
2013-09-08,Royal London Sustainable Div C Acc,1.087,Vol_managed
2013-09-09,Royal London Sustainable Div C Acc,1.087,Vol_managed
2013-09-10,Royal London Sustainable Div C Acc,1.093,Vol_managed
2013-09-11,Royal London Sustainable Div C Acc,1.093,Vol_managed
2013-09-12,Royal London Sustainable Div C Acc,1.093,Vol_managed
2013-09-13,Royal London Sustainable Div C Acc,1.093,Vol_managed
2013-09-14,Royal London Sustainable Div C Acc,1.093,Vol_managed
2013-09-15,Royal London Sustainable Div C Acc,1.093,Vol_managed
2013-09-16,Royal London Sustainable Div C Acc,1.098,Vol_managed
2013-09-17,Royal London Sustainable Div C Acc,1.094,Vol_managed
2013-09-18,Royal London Sustainable Div C Acc,1.093,Vol_managed
2013-09-19,Royal London Sustainable Div C Acc,1.104,Vol_managed
2013-09-20,Royal London Sustainable Div C Acc,1.101,Vol_managed
2013-09-21,Royal London Sustainable Div C Acc,1.101,Vol_managed
2013-09-22,Royal London Sustainable Div C Acc,1.101,Vol_managed
2013-09-23,Royal London Sustainable Div C Acc,1.098,Vol_managed
2013-09-24,Royal London Sustainable Div C Acc,1.098,Vol_managed
2013-09-25,Royal London Sustainable Div C Acc,1.1,Vol_managed
2013-09-26,Royal London Sustainable Div C Acc,1.101,Vol_managed
2013-09-27,Royal London Sustainable Div C Acc,1.1,Vol_managed
2013-09-28,Royal London Sustainable Div C Acc,1.1,Vol_managed
2013-09-29,Royal London Sustainable Div C Acc,1.1,Vol_managed
2013-09-30,Royal London Sustainable Div C Acc,1.096,Vol_managed
2013-10-01,Royal London Sustainable Div C Acc,1.095,Vol_managed
2013-10-02,Royal London Sustainable Div C Acc,1.096,Vol_managed
2013-10-03,Royal London Sustainable Div C Acc,1.097,Vol_managed
2013-10-04,Royal London Sustainable Div C Acc,1.098,Vol_managed
2013-10-05,Royal London Sustainable Div C Acc,1.098,Vol_managed
2013-10-06,Royal London Sustainable Div C Acc,1.098,Vol_managed
2013-10-07,Royal London Sustainable Div C Acc,1.096,Vol_managed
2013-10-08,Royal London Sustainable Div C Acc,1.095,Vol_managed
2013-10-09,Royal London Sustainable Div C Acc,1.094,Vol_managed
2013-10-10,Royal London Sustainable Div C Acc,1.096,Vol_managed
2013-10-11,Royal London Sustainable Div C Acc,1.103,Vol_managed
2013-10-12,Royal London Sustainable Div C Acc,1.103,Vol_managed
2013-10-13,Royal London Sustainable Div C Acc,1.103,Vol_managed
2013-10-14,Royal London Sustainable Div C Acc,1.104,Vol_managed
2013-10-15,Royal London Sustainable Div C Acc,1.108,Vol_managed
2013-10-16,Royal London Sustainable Div C Acc,1.104,Vol_managed
2013-10-17,Royal London Sustainable Div C Acc,1.111,Vol_managed
2013-10-18,Royal London Sustainable Div C Acc,1.116,Vol_managed
2013-10-19,Royal London Sustainable Div C Acc,1.116,Vol_managed
2013-10-20,Royal London Sustainable Div C Acc,1.116,Vol_managed
2013-10-21,Royal London Sustainable Div C Acc,1.121,Vol_managed
2013-10-22,Royal London Sustainable Div C Acc,1.122,Vol_managed
2013-10-23,Royal London Sustainable Div C Acc,1.127,Vol_managed
2013-10-24,Royal London Sustainable Div C Acc,1.129,Vol_managed
2013-10-25,Royal London Sustainable Div C Acc,1.129,Vol_managed
2013-10-26,Royal London Sustainable Div C Acc,1.129,Vol_managed
2013-10-27,Royal London Sustainable Div C Acc,1.129,Vol_managed
2013-10-28,Royal London Sustainable Div C Acc,1.13,Vol_managed
2013-10-29,Royal London Sustainable Div C Acc,1.132,Vol_managed
2013-10-30,Royal London Sustainable Div C Acc,1.136,Vol_managed
2013-10-31,Royal London Sustainable Div C Acc,1.135,Vol_managed
2013-11-01,Royal London Sustainable Div C Acc,1.133,Vol_managed
2013-11-02,Royal London Sustainable Div C Acc,1.133,Vol_managed
2013-11-03,Royal London Sustainable Div C Acc,1.133,Vol_managed
2013-11-04,Royal London Sustainable Div C Acc,1.134,Vol_managed
2013-11-05,Royal London Sustainable Div C Acc,1.129,Vol_managed
2013-11-06,Royal London Sustainable Div C Acc,1.129,Vol_managed
2013-11-07,Royal London Sustainable Div C Acc,1.128,Vol_managed
2013-11-08,Royal London Sustainable Div C Acc,1.125,Vol_managed
2013-11-09,Royal London Sustainable Div C Acc,1.125,Vol_managed
2013-11-10,Royal London Sustainable Div C Acc,1.125,Vol_managed
2013-11-11,Royal London Sustainable Div C Acc,1.126,Vol_managed
2013-11-12,Royal London Sustainable Div C Acc,1.127,Vol_managed
2013-11-13,Royal London Sustainable Div C Acc,1.121,Vol_managed
2013-11-14,Royal London Sustainable Div C Acc,1.124,Vol_managed
2013-11-15,Royal London Sustainable Div C Acc,1.126,Vol_managed
2013-11-16,Royal London Sustainable Div C Acc,1.126,Vol_managed
2013-11-17,Royal London Sustainable Div C Acc,1.126,Vol_managed
2013-11-18,Royal London Sustainable Div C Acc,1.128,Vol_managed
2013-11-19,Royal London Sustainable Div C Acc,1.128,Vol_managed
2013-11-20,Royal London Sustainable Div C Acc,1.125,Vol_managed
2013-11-21,Royal London Sustainable Div C Acc,1.123,Vol_managed
2013-11-22,Royal London Sustainable Div C Acc,1.124,Vol_managed
2013-11-23,Royal London Sustainable Div C Acc,1.124,Vol_managed
2013-11-24,Royal London Sustainable Div C Acc,1.124,Vol_managed
2013-11-25,Royal London Sustainable Div C Acc,1.128,Vol_managed
2013-11-26,Royal London Sustainable Div C Acc,1.129,Vol_managed
2013-11-27,Royal London Sustainable Div C Acc,1.128,Vol_managed
2013-11-28,Royal London Sustainable Div C Acc,1.129,Vol_managed
2013-11-29,Royal London Sustainable Div C Acc,1.131,Vol_managed
2013-11-30,Royal London Sustainable Div C Acc,1.131,Vol_managed
2013-12-01,Royal London Sustainable Div C Acc,1.131,Vol_managed
2013-12-02,Royal London Sustainable Div C Acc,1.126,Vol_managed
2013-12-03,Royal London Sustainable Div C Acc,1.122,Vol_managed
2013-12-04,Royal London Sustainable Div C Acc,1.119,Vol_managed
2013-12-05,Royal London Sustainable Div C Acc,1.119,Vol_managed
2013-12-06,Royal London Sustainable Div C Acc,1.119,Vol_managed
2013-12-07,Royal London Sustainable Div C Acc,1.119,Vol_managed
2013-12-08,Royal London Sustainable Div C Acc,1.119,Vol_managed
2013-12-09,Royal London Sustainable Div C Acc,1.12,Vol_managed
2013-12-10,Royal London Sustainable Div C Acc,1.122,Vol_managed
2013-12-11,Royal London Sustainable Div C Acc,1.123,Vol_managed
2013-12-12,Royal London Sustainable Div C Acc,1.116,Vol_managed
2013-12-13,Royal London Sustainable Div C Acc,1.116,Vol_managed
2013-12-14,Royal London Sustainable Div C Acc,1.116,Vol_managed
2013-12-15,Royal London Sustainable Div C Acc,1.116,Vol_managed
2013-12-16,Royal London Sustainable Div C Acc,1.118,Vol_managed
2013-12-17,Royal London Sustainable Div C Acc,1.123,Vol_managed
2013-12-18,Royal London Sustainable Div C Acc,1.122,Vol_managed
2013-12-19,Royal London Sustainable Div C Acc,1.124,Vol_managed
2013-12-20,Royal London Sustainable Div C Acc,1.125,Vol_managed
2013-12-21,Royal London Sustainable Div C Acc,1.125,Vol_managed
2013-12-22,Royal London Sustainable Div C Acc,1.125,Vol_managed
2013-12-23,Royal London Sustainable Div C Acc,1.13,Vol_managed
2013-12-24,Royal London Sustainable Div C Acc,1.133,Vol_managed
2013-12-25,Royal London Sustainable Div C Acc,1.133,Vol_managed
2013-12-26,Royal London Sustainable Div C Acc,1.133,Vol_managed
2013-12-27,Royal London Sustainable Div C Acc,1.135,Vol_managed
2013-12-28,Royal London Sustainable Div C Acc,1.135,Vol_managed
2013-12-29,Royal London Sustainable Div C Acc,1.135,Vol_managed
2013-12-30,Royal London Sustainable Div C Acc,1.134,Vol_managed
2013-12-31,Royal London Sustainable Div C Acc,1.135,Vol_managed
2014-01-01,Royal London Sustainable Div C Acc,1.135,Vol_managed
2014-01-02,Royal London Sustainable Div C Acc,1.135,Vol_managed
2014-01-03,Royal London Sustainable Div C Acc,1.135,Vol_managed
2014-01-04,Royal London Sustainable Div C Acc,1.135,Vol_managed
2014-01-05,Royal London Sustainable Div C Acc,1.135,Vol_managed
2014-01-06,Royal London Sustainable Div C Acc,1.14,Vol_managed
2014-01-07,Royal London Sustainable Div C Acc,1.143,Vol_managed
2014-01-08,Royal London Sustainable Div C Acc,1.142,Vol_managed
2014-01-09,Royal London Sustainable Div C Acc,1.143,Vol_managed
2014-01-10,Royal London Sustainable Div C Acc,1.145,Vol_managed
2014-01-11,Royal London Sustainable Div C Acc,1.145,Vol_managed
2014-01-12,Royal London Sustainable Div C Acc,1.145,Vol_managed
2014-01-13,Royal London Sustainable Div C Acc,1.147,Vol_managed
2014-01-14,Royal London Sustainable Div C Acc,1.148,Vol_managed
2014-01-15,Royal London Sustainable Div C Acc,1.154,Vol_managed
2014-01-16,Royal London Sustainable Div C Acc,1.156,Vol_managed
2014-01-17,Royal London Sustainable Div C Acc,1.156,Vol_managed
2014-01-18,Royal London Sustainable Div C Acc,1.156,Vol_managed
2014-01-19,Royal London Sustainable Div C Acc,1.156,Vol_managed
2014-01-20,Royal London Sustainable Div C Acc,1.154,Vol_managed
2014-01-21,Royal London Sustainable Div C Acc,1.154,Vol_managed
2014-01-22,Royal London Sustainable Div C Acc,1.151,Vol_managed
2014-01-23,Royal London Sustainable Div C Acc,1.148,Vol_managed
2014-01-24,Royal London Sustainable Div C Acc,1.141,Vol_managed
2014-01-25,Royal London Sustainable Div C Acc,1.141,Vol_managed
2014-01-26,Royal London Sustainable Div C Acc,1.141,Vol_managed
2014-01-27,Royal London Sustainable Div C Acc,1.126,Vol_managed
2014-01-28,Royal London Sustainable Div C Acc,1.127,Vol_managed
2014-01-29,Royal London Sustainable Div C Acc,1.13,Vol_managed
2014-01-30,Royal London Sustainable Div C Acc,1.126,Vol_managed
2014-01-31,Royal London Sustainable Div C Acc,1.125,Vol_managed
2014-02-01,Royal London Sustainable Div C Acc,1.125,Vol_managed
2014-02-02,Royal London Sustainable Div C Acc,1.125,Vol_managed
2014-02-03,Royal London Sustainable Div C Acc,1.129,Vol_managed
2014-02-04,Royal London Sustainable Div C Acc,1.124,Vol_managed
2014-02-05,Royal London Sustainable Div C Acc,1.128,Vol_managed
2014-02-06,Royal London Sustainable Div C Acc,1.13,Vol_managed
2014-02-07,Royal London Sustainable Div C Acc,1.132,Vol_managed
2014-02-08,Royal London Sustainable Div C Acc,1.132,Vol_managed
2014-02-09,Royal London Sustainable Div C Acc,1.132,Vol_managed
2014-02-10,Royal London Sustainable Div C Acc,1.134,Vol_managed
2014-02-11,Royal London Sustainable Div C Acc,1.138,Vol_managed
2014-02-12,Royal London Sustainable Div C Acc,1.138,Vol_managed
2014-02-13,Royal London Sustainable Div C Acc,1.135,Vol_managed
2014-02-14,Royal London Sustainable Div C Acc,1.137,Vol_managed
2014-02-15,Royal London Sustainable Div C Acc,1.137,Vol_managed
2014-02-16,Royal London Sustainable Div C Acc,1.137,Vol_managed
2014-02-17,Royal London Sustainable Div C Acc,1.141,Vol_managed
2014-02-18,Royal London Sustainable Div C Acc,1.144,Vol_managed
2014-02-19,Royal London Sustainable Div C Acc,1.146,Vol_managed
2014-02-20,Royal London Sustainable Div C Acc,1.144,Vol_managed
2014-02-21,Royal London Sustainable Div C Acc,1.147,Vol_managed
2014-02-22,Royal London Sustainable Div C Acc,1.147,Vol_managed
2014-02-23,Royal London Sustainable Div C Acc,1.147,Vol_managed
2014-02-24,Royal London Sustainable Div C Acc,1.149,Vol_managed
2014-02-25,Royal London Sustainable Div C Acc,1.15,Vol_managed
2014-02-26,Royal London Sustainable Div C Acc,1.151,Vol_managed
2014-02-27,Royal London Sustainable Div C Acc,1.15,Vol_managed
2014-02-28,Royal London Sustainable Div C Acc,1.154,Vol_managed
2014-03-01,Royal London Sustainable Div C Acc,1.154,Vol_managed
2014-03-02,Royal London Sustainable Div C Acc,1.154,Vol_managed
2014-03-03,Royal London Sustainable Div C Acc,1.147,Vol_managed
2014-03-04,Royal London Sustainable Div C Acc,1.154,Vol_managed
2014-03-05,Royal London Sustainable Div C Acc,1.154,Vol_managed
2014-03-06,Royal London Sustainable Div C Acc,1.156,Vol_managed
2014-03-07,Royal London Sustainable Div C Acc,1.154,Vol_managed
2014-03-08,Royal London Sustainable Div C Acc,1.154,Vol_managed
2014-03-09,Royal London Sustainable Div C Acc,1.154,Vol_managed
2014-03-10,Royal London Sustainable Div C Acc,1.151,Vol_managed
2014-03-11,Royal London Sustainable Div C Acc,1.147,Vol_managed
2014-03-12,Royal London Sustainable Div C Acc,1.145,Vol_managed
2014-03-13,Royal London Sustainable Div C Acc,1.143,Vol_managed
2014-03-14,Royal London Sustainable Div C Acc,1.139,Vol_managed
2014-03-15,Royal London Sustainable Div C Acc,1.139,Vol_managed
2014-03-16,Royal London Sustainable Div C Acc,1.139,Vol_managed
2014-03-17,Royal London Sustainable Div C Acc,1.14,Vol_managed
2014-03-18,Royal London Sustainable Div C Acc,1.143,Vol_managed
2014-03-19,Royal London Sustainable Div C Acc,1.145,Vol_managed
2014-03-20,Royal London Sustainable Div C Acc,1.137,Vol_managed
2014-03-21,Royal London Sustainable Div C Acc,1.139,Vol_managed
2014-03-22,Royal London Sustainable Div C Acc,1.139,Vol_managed
2014-03-23,Royal London Sustainable Div C Acc,1.139,Vol_managed
2014-03-24,Royal London Sustainable Div C Acc,1.135,Vol_managed
2014-03-25,Royal London Sustainable Div C Acc,1.138,Vol_managed
2014-03-26,Royal London Sustainable Div C Acc,1.141,Vol_managed
2014-03-27,Royal London Sustainable Div C Acc,1.137,Vol_managed
2014-03-28,Royal London Sustainable Div C Acc,1.135,Vol_managed
2014-03-29,Royal London Sustainable Div C Acc,1.135,Vol_managed
2014-03-30,Royal London Sustainable Div C Acc,1.135,Vol_managed
2014-03-31,Royal London Sustainable Div C Acc,1.137,Vol_managed
2014-04-01,Royal London Sustainable Div C Acc,1.139,Vol_managed
2014-04-02,Royal London Sustainable Div C Acc,1.143,Vol_managed
2014-04-03,Royal London Sustainable Div C Acc,1.143,Vol_managed
2014-04-04,Royal London Sustainable Div C Acc,1.142,Vol_managed
2014-04-05,Royal London Sustainable Div C Acc,1.142,Vol_managed
2014-04-06,Royal London Sustainable Div C Acc,1.142,Vol_managed
2014-04-07,Royal London Sustainable Div C Acc,1.141,Vol_managed
2014-04-08,Royal London Sustainable Div C Acc,1.131,Vol_managed
2014-04-09,Royal London Sustainable Div C Acc,1.137,Vol_managed
2014-04-10,Royal London Sustainable Div C Acc,1.141,Vol_managed
2014-04-11,Royal London Sustainable Div C Acc,1.133,Vol_managed
2014-04-12,Royal London Sustainable Div C Acc,1.133,Vol_managed
2014-04-13,Royal London Sustainable Div C Acc,1.133,Vol_managed
2014-04-14,Royal London Sustainable Div C Acc,1.13,Vol_managed
2014-04-15,Royal London Sustainable Div C Acc,1.13,Vol_managed
2014-04-16,Royal London Sustainable Div C Acc,1.131,Vol_managed
2014-04-17,Royal London Sustainable Div C Acc,1.135,Vol_managed
2014-04-18,Royal London Sustainable Div C Acc,1.135,Vol_managed
2014-04-19,Royal London Sustainable Div C Acc,1.135,Vol_managed
2014-04-20,Royal London Sustainable Div C Acc,1.135,Vol_managed
2014-04-21,Royal London Sustainable Div C Acc,1.135,Vol_managed
2014-04-22,Royal London Sustainable Div C Acc,1.139,Vol_managed
2014-04-23,Royal London Sustainable Div C Acc,1.139,Vol_managed
2014-04-24,Royal London Sustainable Div C Acc,1.142,Vol_managed
2014-04-25,Royal London Sustainable Div C Acc,1.141,Vol_managed
2014-04-26,Royal London Sustainable Div C Acc,1.141,Vol_managed
2014-04-27,Royal London Sustainable Div C Acc,1.141,Vol_managed
2014-04-28,Royal London Sustainable Div C Acc,1.139,Vol_managed
2014-04-29,Royal London Sustainable Div C Acc,1.141,Vol_managed
2014-04-30,Royal London Sustainable Div C Acc,1.141,Vol_managed
2014-05-01,Royal London Sustainable Div C Acc,1.145,Vol_managed
2014-05-02,Royal London Sustainable Div C Acc,1.148,Vol_managed
2014-05-03,Royal London Sustainable Div C Acc,1.148,Vol_managed
2014-05-04,Royal London Sustainable Div C Acc,1.148,Vol_managed
2014-05-05,Royal London Sustainable Div C Acc,1.148,Vol_managed
2014-05-06,Royal London Sustainable Div C Acc,1.146,Vol_managed
2014-05-07,Royal London Sustainable Div C Acc,1.144,Vol_managed
2014-05-08,Royal London Sustainable Div C Acc,1.146,Vol_managed
2014-05-09,Royal London Sustainable Div C Acc,1.147,Vol_managed
2014-05-10,Royal London Sustainable Div C Acc,1.147,Vol_managed
2014-05-11,Royal London Sustainable Div C Acc,1.147,Vol_managed
2014-05-12,Royal London Sustainable Div C Acc,1.149,Vol_managed
2014-05-13,Royal London Sustainable Div C Acc,1.151,Vol_managed
2014-05-14,Royal London Sustainable Div C Acc,1.156,Vol_managed
2014-05-15,Royal London Sustainable Div C Acc,1.156,Vol_managed
2014-05-16,Royal London Sustainable Div C Acc,1.151,Vol_managed
2014-05-17,Royal London Sustainable Div C Acc,1.151,Vol_managed
2014-05-18,Royal London Sustainable Div C Acc,1.151,Vol_managed
2014-05-19,Royal London Sustainable Div C Acc,1.153,Vol_managed
2014-05-20,Royal London Sustainable Div C Acc,1.155,Vol_managed
2014-05-21,Royal London Sustainable Div C Acc,1.152,Vol_managed
2014-05-22,Royal London Sustainable Div C Acc,1.156,Vol_managed
2014-05-23,Royal London Sustainable Div C Acc,1.156,Vol_managed
2014-05-24,Royal London Sustainable Div C Acc,1.156,Vol_managed
2014-05-25,Royal London Sustainable Div C Acc,1.156,Vol_managed
2014-05-26,Royal London Sustainable Div C Acc,1.156,Vol_managed
2014-05-27,Royal London Sustainable Div C Acc,1.163,Vol_managed
2014-05-28,Royal London Sustainable Div C Acc,1.166,Vol_managed
2014-05-29,Royal London Sustainable Div C Acc,1.171,Vol_managed
2014-05-30,Royal London Sustainable Div C Acc,1.169,Vol_managed
2014-05-31,Royal London Sustainable Div C Acc,1.169,Vol_managed
2014-06-01,Royal London Sustainable Div C Acc,1.169,Vol_managed
2014-06-02,Royal London Sustainable Div C Acc,1.169,Vol_managed
2014-06-03,Royal London Sustainable Div C Acc,1.165,Vol_managed
2014-06-04,Royal London Sustainable Div C Acc,1.165,Vol_managed
2014-06-05,Royal London Sustainable Div C Acc,1.164,Vol_managed
2014-06-06,Royal London Sustainable Div C Acc,1.168,Vol_managed
2014-06-07,Royal London Sustainable Div C Acc,1.168,Vol_managed
2014-06-08,Royal London Sustainable Div C Acc,1.168,Vol_managed
2014-06-09,Royal London Sustainable Div C Acc,1.17,Vol_managed
2014-06-10,Royal London Sustainable Div C Acc,1.17,Vol_managed
2014-06-11,Royal London Sustainable Div C Acc,1.168,Vol_managed
2014-06-12,Royal London Sustainable Div C Acc,1.168,Vol_managed
2014-06-13,Royal London Sustainable Div C Acc,1.159,Vol_managed
2014-06-14,Royal London Sustainable Div C Acc,1.159,Vol_managed
2014-06-15,Royal London Sustainable Div C Acc,1.159,Vol_managed
2014-06-16,Royal London Sustainable Div C Acc,1.158,Vol_managed
2014-06-17,Royal London Sustainable Div C Acc,1.159,Vol_managed
2014-06-18,Royal London Sustainable Div C Acc,1.16,Vol_managed
2014-06-19,Royal London Sustainable Div C Acc,1.164,Vol_managed
2014-06-20,Royal London Sustainable Div C Acc,1.163,Vol_managed
2014-06-21,Royal London Sustainable Div C Acc,1.163,Vol_managed
2014-06-22,Royal London Sustainable Div C Acc,1.163,Vol_managed
2014-06-23,Royal London Sustainable Div C Acc,1.161,Vol_managed
2014-06-24,Royal London Sustainable Div C Acc,1.161,Vol_managed
2014-06-25,Royal London Sustainable Div C Acc,1.159,Vol_managed
2014-06-26,Royal London Sustainable Div C Acc,1.16,Vol_managed
2014-06-27,Royal London Sustainable Div C Acc,1.161,Vol_managed
2014-06-28,Royal London Sustainable Div C Acc,1.161,Vol_managed
2014-06-29,Royal London Sustainable Div C Acc,1.161,Vol_managed
2014-06-30,Royal London Sustainable Div C Acc,1.161,Vol_managed
2014-07-01,Royal London Sustainable Div C Acc,1.161,Vol_managed
2014-07-02,Royal London Sustainable Div C Acc,1.165,Vol_managed
2014-07-03,Royal London Sustainable Div C Acc,1.164,Vol_managed
2014-07-04,Royal London Sustainable Div C Acc,1.165,Vol_managed
2014-07-05,Royal London Sustainable Div C Acc,1.165,Vol_managed
2014-07-06,Royal London Sustainable Div C Acc,1.165,Vol_managed
2014-07-07,Royal London Sustainable Div C Acc,1.164,Vol_managed
2014-07-08,Royal London Sustainable Div C Acc,1.162,Vol_managed
2014-07-09,Royal London Sustainable Div C Acc,1.156,Vol_managed
2014-07-10,Royal London Sustainable Div C Acc,1.154,Vol_managed
2014-07-11,Royal London Sustainable Div C Acc,1.153,Vol_managed
2014-07-12,Royal London Sustainable Div C Acc,1.153,Vol_managed
2014-07-13,Royal London Sustainable Div C Acc,1.153,Vol_managed
2014-07-14,Royal London Sustainable Div C Acc,1.159,Vol_managed
2014-07-15,Royal London Sustainable Div C Acc,1.157,Vol_managed
2014-07-16,Royal London Sustainable Div C Acc,1.161,Vol_managed
2014-07-17,Royal London Sustainable Div C Acc,1.159,Vol_managed
2014-07-18,Royal London Sustainable Div C Acc,1.158,Vol_managed
2014-07-19,Royal London Sustainable Div C Acc,1.158,Vol_managed
2014-07-20,Royal London Sustainable Div C Acc,1.158,Vol_managed
2014-07-21,Royal London Sustainable Div C Acc,1.161,Vol_managed
2014-07-22,Royal London Sustainable Div C Acc,1.164,Vol_managed
2014-07-23,Royal London Sustainable Div C Acc,1.168,Vol_managed
2014-07-24,Royal London Sustainable Div C Acc,1.17,Vol_managed
2014-07-25,Royal London Sustainable Div C Acc,1.17,Vol_managed
2014-07-26,Royal London Sustainable Div C Acc,1.17,Vol_managed
2014-07-27,Royal London Sustainable Div C Acc,1.17,Vol_managed
2014-07-28,Royal London Sustainable Div C Acc,1.167,Vol_managed
2014-07-29,Royal London Sustainable Div C Acc,1.169,Vol_managed
2014-07-30,Royal London Sustainable Div C Acc,1.167,Vol_managed
2014-07-31,Royal London Sustainable Div C Acc,1.161,Vol_managed
2014-08-01,Royal London Sustainable Div C Acc,1.153,Vol_managed
2014-08-02,Royal London Sustainable Div C Acc,1.153,Vol_managed
2014-08-03,Royal London Sustainable Div C Acc,1.153,Vol_managed
2014-08-04,Royal London Sustainable Div C Acc,1.157,Vol_managed
2014-08-05,Royal London Sustainable Div C Acc,1.157,Vol_managed
2014-08-06,Royal London Sustainable Div C Acc,1.153,Vol_managed
2014-08-07,Royal London Sustainable Div C Acc,1.154,Vol_managed
2014-08-08,Royal London Sustainable Div C Acc,1.153,Vol_managed
2014-08-09,Royal London Sustainable Div C Acc,1.153,Vol_managed
2014-08-10,Royal London Sustainable Div C Acc,1.153,Vol_managed
2014-08-11,Royal London Sustainable Div C Acc,1.156,Vol_managed
2014-08-12,Royal London Sustainable Div C Acc,1.157,Vol_managed
2014-08-13,Royal London Sustainable Div C Acc,1.161,Vol_managed
2014-08-14,Royal London Sustainable Div C Acc,1.168,Vol_managed
2014-08-15,Royal London Sustainable Div C Acc,1.171,Vol_managed
2014-08-16,Royal London Sustainable Div C Acc,1.171,Vol_managed
2014-08-17,Royal London Sustainable Div C Acc,1.171,Vol_managed
2014-08-18,Royal London Sustainable Div C Acc,1.172,Vol_managed
2014-08-19,Royal London Sustainable Div C Acc,1.177,Vol_managed
2014-08-20,Royal London Sustainable Div C Acc,1.177,Vol_managed
2014-08-21,Royal London Sustainable Div C Acc,1.178,Vol_managed
2014-08-22,Royal London Sustainable Div C Acc,1.182,Vol_managed
2014-08-23,Royal London Sustainable Div C Acc,1.182,Vol_managed
2014-08-24,Royal London Sustainable Div C Acc,1.182,Vol_managed
2014-08-25,Royal London Sustainable Div C Acc,1.182,Vol_managed
2014-08-26,Royal London Sustainable Div C Acc,1.187,Vol_managed
2014-08-27,Royal London Sustainable Div C Acc,1.189,Vol_managed
2014-08-28,Royal London Sustainable Div C Acc,1.19,Vol_managed
2014-08-29,Royal London Sustainable Div C Acc,1.19,Vol_managed
2014-08-30,Royal London Sustainable Div C Acc,1.19,Vol_managed
2014-08-31,Royal London Sustainable Div C Acc,1.19,Vol_managed
2014-09-01,Royal London Sustainable Div C Acc,1.192,Vol_managed
2014-09-02,Royal London Sustainable Div C Acc,1.193,Vol_managed
2014-09-03,Royal London Sustainable Div C Acc,1.197,Vol_managed
2014-09-04,Royal London Sustainable Div C Acc,1.196,Vol_managed
2014-09-05,Royal London Sustainable Div C Acc,1.196,Vol_managed
2014-09-06,Royal London Sustainable Div C Acc,1.196,Vol_managed
2014-09-07,Royal London Sustainable Div C Acc,1.196,Vol_managed
2014-09-08,Royal London Sustainable Div C Acc,1.196,Vol_managed
2014-09-09,Royal London Sustainable Div C Acc,1.198,Vol_managed
2014-09-10,Royal London Sustainable Div C Acc,1.197,Vol_managed
2014-09-11,Royal London Sustainable Div C Acc,1.195,Vol_managed
2014-09-12,Royal London Sustainable Div C Acc,1.194,Vol_managed
2014-09-13,Royal London Sustainable Div C Acc,1.194,Vol_managed
2014-09-14,Royal London Sustainable Div C Acc,1.194,Vol_managed
2014-09-15,Royal London Sustainable Div C Acc,1.194,Vol_managed
2014-09-16,Royal London Sustainable Div C Acc,1.191,Vol_managed
2014-09-17,Royal London Sustainable Div C Acc,1.191,Vol_managed
2014-09-18,Royal London Sustainable Div C Acc,1.19,Vol_managed
2014-09-19,Royal London Sustainable Div C Acc,1.196,Vol_managed
2014-09-20,Royal London Sustainable Div C Acc,1.196,Vol_managed
2014-09-21,Royal London Sustainable Div C Acc,1.196,Vol_managed
2014-09-22,Royal London Sustainable Div C Acc,1.195,Vol_managed
2014-09-23,Royal London Sustainable Div C Acc,1.188,Vol_managed
