Date,ASI Global Inflation-Link Bd P1 Acc,Allianz Strategic Bond C Inc,Allianz Technology Trust Ord,Baillie Gifford Global Inc Growth B Acc,BlackRock European Absolute Alpha D Acc,BlackRock Throgmorton Trust Ord,BlackRock World Mining Trust Ord,Fidelity Asian Values Ord,Fidelity China Special Ord,Fidelity Global Technology W-Acc-GBP,Fundsmith Equity I Acc,HarbourVest Global Priv Equity Ord,HgCapital Trust Ord,Invesco EQQQ NASDAQ-100 ETF GBP,JPM Global Macro Opportunities C Net Acc,JPMorgan China Growth & Income Ord,Janus Henderson Mlt-Ast AbsRet I Acc,Jupiter Strategic AbsRt Bd I £ H Acc,JupiterMerian Glb Eq AbsRt I £ H Acc,L&G All Stocks Index Linked Gt Idx I Acc,L&G Battery Value-Chain ETF GBP,Merian Global Strategic Bond I GBP Acc,Montanaro European Smaller Ord,Pacific Horizon Ord,Pictet - Global Envir Opps I dy GBP,Rathbone Ethical Bond I Inc,Rathbone Global Opportunities S Acc,Rathbone Multi Asset Enhanced Gr S Acc,Rathbone Multi Asset Strategic Gr S Acc,RobecoSAM Sustainable Water Eqs I GBP,Royal London Sterl Extra Yld Bd A,Royal London Sustainable Div C Acc,Scottish Mortgage Ord,Stewart Inv APAC Ldrs Sstby B GBP Acc,Threadneedle (Lux) Glb Smlr Coms GBP ZGH,Trojan Fund X Accumulation,VT Argonaut Absolute Return R GBP Acc,Vanguard FTSE Dev Wld ex-UK Eq Idx £ Acc,Vanguard Glb Bd Idx £ H Acc,WisdomTree Physical Gold GBP,iShares Core S&P 500 ETF USD Acc GBP,iShares Global Water ETF USD Dist GBP,iShares S&P SmallCap 600 ETF USD Dist GBP,NASDAQ Composite,S&P 500
24/06/2010,-0.001455605,0.002223634,-0.005235602,-0.003324584,-0.000811688,0.005607477,-0.022608696,-0.004189944,0,-0.015151515,,,-0.011214953,-0.014995775,,-0.008695652,0.000248426,0.002184542,-0.0010007,0.00013611,,0.000861739,0,-0.006644518,,0.001250314,-0.012649711,,-0.006084679,-0.027782163,0.000379291,,-0.022260274,-0.008203908,,,-0.007401082,-0.016626832,-0.000721499,0.00778234,,-0.007446016,-0.016856457,-0.016329327,-0.016803503
25/06/2010,-0.001457724,-0.001426307,-0.005263158,0.001404494,-0.000507717,-0.011152416,-0.002669039,-0.002805049,-0.001994018,-0.007692309,,,-0.003150599,-0.006961266,,0,-0.002483649,-0.002283579,-0.002103576,-0.003402287,,-0.000478332,0,-0.006688963,,-0.000499502,-0.00572441,,-0.003826205,-0.000324728,-0.000494997,,-0.019264448,-0.002273158,,,-0.004397285,-0.003249512,-0.000932682,0.00553326,,-0.001500375,0.003503805,0.002732932,0.002859362
28/06/2010,0,0.000872877,0,-0.010518934,0.001523926,0.005639098,0.019625335,0.00281294,0.008991009,0,,,0.012642225,-0.001932898,,-0.010526316,-0.001659889,0.004681648,-0.006022887,0.000136556,,0,0,0.01010101,,0.000624689,-0.004523648,,-0.006828269,-0.008445672,5.27E-05,,0.020535714,-0.00186697,,,-0.002208354,-0.006492459,-0.005543569,-0.011368447,,0.00150263,0.00843835,-0.001272815,-0.002033938
29/06/2010,-0.000729928,0.002774915,-0.008818342,-0.004252303,-0.002637452,0.001869159,-0.033245844,-0.007012623,-0.024752475,-0.031007751,,,-0.013108614,-0.034637361,,-0.014184397,-0.000831325,0.000414207,0.001110887,-0.005051883,,0.002775651,-0.012640449,-0.02,,0.000749157,-0.012806388,,-0.00464077,-0.027436527,-0.000590045,,-0.026246719,-0.01737311,,,0.003079292,-0.028167457,0.002089547,-0.021346871,,-0.024006002,-0.031671865,-0.038488719,-0.031017019
30/06/2010,-0.000730459,-0.001502214,0,-0.009608541,-0.001118796,-0.009328358,-0.006334842,-0.018361582,0.002538071,0,,0,0.010120177,0.001710705,,-0.025179856,-0.001497629,-0.000931581,0.000605266,0.00809661,,-0.000286342,0,-0.006802721,,-0.000998128,-0.010461709,,-0.005007771,0.002694737,-0.000263569,,0,-0.002645588,,,-0.000671528,4.13E-06,0.007988692,0.0265,,0.008455035,0.003789398,-0.012148832,-0.01011297
01/07/2010,0.002192982,7.92E-05,-0.021352313,-0.006647503,0.000305468,-0.013182674,-0.024590164,-0.024460432,-0.026835443,-0.032000001,,0,-0.001252348,-0.03979342,,-0.020295203,-0.00208316,-0.00113966,0.0006049,0.006806424,,0.000477373,-0.014224751,-0.020547945,,-0.000999127,-0.004792783,,-0.009024644,-0.017300747,-0.021892499,,-0.042228212,-0.002620257,,,-9.60E-05,-0.014743693,-0.001966755,-0.031173892,,-0.024390244,-0.045048104,-0.003735887,-0.003240452
02/07/2010,0.00145879,0.001346002,-0.002727273,-0.003617291,0.000916124,-0.003816794,0.012138189,0,0.019771072,0,,0,0,-0.000532139,,0.003766478,-0.002338009,0.006430868,0.002115869,0.000270417,,-0.001526863,0,0,,0.001500188,-0.011756374,,-0.00726795,-0.003589437,0.001671141,,0.01782364,-0.01378438,,,-0.006720429,-0.005461205,-0.00301791,-0.013511815,,0.00390625,-0.00213346,-0.004554226,-0.004662369
06/07/2010,-0.000728334,0.00023721,-0.002734731,0.010891269,0.002237364,0.005747126,0.002767528,0.013274336,0.005102041,0.033057852,,0,-0.004388715,0.015929792,,0.020637899,-8.37E-05,0.000824487,0.002111402,-0.005677211,,0.000477874,0,0.005244755,,0.000499313,0.011179591,,-0.002822616,0.005060468,-0.002066605,,0.024884793,0.010096359,,,-0.011018751,0.011445569,0.001335822,-0.012613875,,0.015564202,0.015581004,0.00099907,0.005359034
07/07/2010,-0.001457724,0.000948617,-0.004570384,-0.004848267,0.000507357,-0.005714286,-0.008279669,-0.002911208,0.006091371,0,,0,-0.008186398,0.003436378,,-0.018382353,0.001422952,0.002471424,0.002106953,-0.001903208,,0.004680932,0,-0.003478261,,0.00062383,0.000283484,,0.003361345,0.015958355,0.001121729,,0.005395683,0,,,-0.001563722,0.020723099,-5.51E-05,0.001677528,,0.007662835,-0.01326426,0.031324666,0.031330816
08/07/2010,-0.002919709,0.000236929,0.000918274,0.016420065,0.001622718,0.026819923,0.00742115,0.017518248,-0.002018163,0.016,,0,0.006349206,0.020253218,,0.009363296,0.000585089,0.001335388,-0.001802163,-0.001089621,,0.001045926,-0.001443001,0.013961606,,-0.000374065,0.022530821,,0.004496164,0.017891642,0.001303626,,0.018783542,0.016214104,,,0.001957713,0.015170421,0.001283406,0.002640902,,0.019011407,0.029360293,0.007376778,0.009412678
09/07/2010,0.001464129,-0.001816028,-0.003669725,0.008343689,0.000506278,0.003731343,0.012891344,-0.012912482,-0.004044489,0.007874016,,0,0.000630915,0.009901534,,0.046382189,0.003592013,-0.001025851,0.001404213,-0.01199891,,-0.00237462,0,0.018932874,,-0.000124735,0.003741686,,0.011233983,0.01105793,0.002345625,,0.007901668,0.009419454,,,-0.00087925,0.010277102,0.002330396,0.017409739,,0.006716418,0.012937224,0.009676404,0.007203888
12/07/2010,-0.001461989,0.00395507,0.003683241,0.013556338,0,0,0.013636364,0.023255814,0.010152284,0.015625001,,-0.041284404,0.002522068,0.010362377,,0.007092199,0.001165307,-0.000513452,0.003305288,0.004002209,,0.005046177,0.00433526,0.001689189,,0.001621756,0.00510838,,0.004426314,-0.00603983,0.001266679,,0.011324042,0.012251635,,,0.003031192,0.001962856,0.002111557,-0.003788596,,-0.002965159,0.000220668,0.000869656,0.000732902
13/07/2010,0.000732064,-0.001812165,0.001834862,-0.003995136,0.002428904,-0.001858736,0.008071749,0.005681818,0.004522613,0.007692307,,0,-0.004402516,0.004333421,,-0.00528169,0.001496508,0.000924689,0.003793551,0.00233677,,-0.001894657,0,0,,0,0.003708792,,0.004406809,0.012809985,0.002369338,,0.015503876,-0.005079644,,,0.002534607,0.008109619,-0.003904756,0.00297902,,0.0133829,0.015115758,0.019864772,0.015378879
14/07/2010,0,0.001578657,0.014652015,0.001743983,0.000504796,0,-0.012455516,-0.002824859,-0.007503752,0.007633588,,0,-0.003790272,0.004894713,,-0.003539823,0.000996181,0.003490043,0.000895077,0.001371365,,-0.00246773,0,-0.010118044,,0.004981941,0.00301081,,0.001290434,-0.005188909,0.002010781,,0.001696353,-0.00362433,,,0.002722676,-0.00210023,-0.005291038,-0.006003539,,-0.00513573,0.001053741,0.003483476,-0.000155132
15/07/2010,0,-0.001733785,-0.009025271,0.001218663,0.00110999,-0.001862197,-0.021621622,-0.016997167,0,-0.022727274,,0,-0.001268231,-0.018138993,,-0.023090586,-0.000497595,0.002659574,-0.001589825,-0.004793207,,-0.000570885,0,-0.045996593,,0.001487173,-0.002728883,,0.001202852,-0.004645477,-0.002401691,,-0.010160881,-0.009172861,,,-0.001842514,-0.007062576,0.001005407,-0.010871638,,-0.009587021,-0.023394803,-0.000337806,0.001196103
16/07/2010,0,0.002920976,0,-0.007650843,0.000907167,0.003731343,-0.018416206,0,0.01108871,-0.007751938,,0,-0.013333333,-0.004787567,,0.003636364,0.001742449,0.00469292,0.000995223,-0.004403468,,0.004379284,0.005755396,0.017857143,,-0.000247494,0.00109454,,-0.000257445,-0.020469991,0.001604982,,-0.006843456,-0.00424581,,,-0.003886136,-0.01957046,0.006601325,-0.01201954,,-0.009679821,-0.009909394,-0.031137188,-0.028819473
19/07/2010,-0.000731528,0.0010233,0,-0.001752234,-0.001007049,0.001858736,0.009380863,-0.002881844,-0.001994018,0,,0,0.016087516,-0.002372864,,0.009057971,-0.000745465,-0.000913891,0.00089481,0.004975811,,0.001611374,0,-0.007017544,,0.001113999,-0.010796774,,-0.001716738,0.01011452,0.001431486,,0.001722653,-0.004263914,,,-0.003023504,0.008707789,0.006891508,-0.003838397,,-0.003007519,-0.014431222,0.008801969,0.00598189
20/07/2010,-0.003660322,0.000550444,0,0.005090398,0.000806452,-0.001855288,0.020446097,0.00433526,0.008991009,-0.0078125,,0,-0.018366054,-0.003969884,,0,-0.002072281,-0.001321273,0.003973378,-0.0067391,,0.002555124,0,0.008833922,,-0.00074184,0.002348714,,-0.005588994,0.0091857,0.000405364,,-0.002579536,0.013587044,,,-0.00332616,0.002329775,-0.003583442,0.006269592,,-0.001508296,-0.000241626,0.011036156,0.011416551
21/07/2010,0.000734755,0.000314367,0.007285974,0.005588543,-0.000100725,0.005576208,0.026411658,0.008633094,0.006930693,0.015748031,,0,0.011612903,0.01907298,,0.016157989,-8.31E-05,0.000814167,-0.004947066,-0.000276933,,-0.001793468,0,0.010507881,,0.000866123,0.006340455,,-0.002075226,-0.001722017,0.001631461,,0.023275862,-0.002795337,,,0.00019631,-0.004097662,0.002088891,0.005516615,,0.012084592,0.020701989,-0.015820054,-0.012819817
22/07/2010,0,0.000628536,0.007233273,-0.002257728,0.001813237,0.009242144,0.014196983,-0.017118402,0,0.015503877,,0,-0.003826531,0.013584364,,-0.003533569,0.001162984,0.003050641,0.004872228,-0.00734072,,0.002553191,0,-0.005199307,,0.000865373,0.001780579,,0.003899141,0.012403483,0.000361956,,0.01179444,-0.001178607,,,0.001177625,0.016081657,-0.000888548,-0.000322726,,0.008208955,0.01537733,0.026772281,0.022513373
23/07/2010,-0.002202645,-0.002669598,0.001795332,0.000348129,0.000301659,0.027472527,-0.004374453,0.004354136,0.012782694,-0.007633588,,0,0.008962868,-0.014100858,,0.014184397,8.30E-05,0.000506894,-9.90E-05,-0.004046323,,-0.005470666,0.00286123,0.008710801,,0.000123518,0.004238446,,0.001812533,0.004705882,-0.00083007,,0.007493755,0.003795127,,,0.0009802,-0.002956876,-0.012683036,-0.013558884,,-0.003700962,-0.001945525,0.010499214,0.008220021
26/07/2010,-0.002207505,0.001889466,0.005376344,0.005220115,0.001507841,0.012477718,0.012302285,0.020231214,0.021359223,0.007692307,,0,-0.005076142,0.010186213,,-0.003496503,0.000414835,0.000506637,-0.003562593,-0.003082095,,-0.000474203,0.008559201,0.006908463,,-0.000247005,0.004492854,,0.00508314,0.008398611,0.001128981,,0.008264463,0.001556791,,,0.001273011,0.006401054,-0.00126335,-0.010734389,,0.010401189,0.028732409,0.011879409,0.011200166
27/07/2010,0,0.000157159,0.012477718,0.003808205,-0.000602228,-0.008802817,-0.006944444,0,-0.013307985,-0.007633588,,0,0.00127551,-0.003674015,,0.007017544,0.000414663,0.001924246,-0.002780812,0.000421585,,-0.000379543,0,0.005145798,,0.002223594,0.00271076,,0.001885822,-0.007367662,0.002032001,,0,0.002918411,,,0.000293399,-0.00426207,-0.00515473,-0.022231044,,-0.002205882,-0.000648929,-0.003562021,-0.001049357
28/07/2010,-0.000737462,0.001099937,-0.000880282,-0.005173306,-0.00271166,-0.008880995,0.01048951,-0.001416431,0.000963391,-0.007692309,,0,0.006369427,-0.005363728,,0.003484321,0.001243471,-0.000505408,-0.002589384,0.000140469,,-0.001803512,0,0.003412969,,0.002588439,-0.009191672,,0.002481177,-0.007422348,0.000711351,,-0.013114754,-0.004459767,,,0.000293313,-0.005288317,-0.002127712,-0.006496143,,-0.005158438,-0.016233766,-0.010352864,-0.006921965
29/07/2010,0.001476015,0.002118977,0.004405286,-0.003640146,-0.00020141,0.003584229,-0.01384083,-0.004255319,0.005774783,-0.007751938,,0,0.008860759,-0.015503876,,0.012152778,-0.001159132,0.0052589,-0.006590115,0.001404495,,0.002187143,0,-0.003401361,,0.002581755,-0.003683493,,-0.002218998,0.00243843,0.001941562,,0.002491694,0.0025417,,,-0.000879679,-0.000107044,0.004569105,0.002724424,,0.001481481,-0.017161716,-0.005683275,-0.004158621
30/07/2010,0.002947678,0.005951915,0,-0.004523312,-0.000705077,-0.007142857,-0.007894737,0.001424501,-0.003827751,-0.0078125,,0,-0.005646173,-0.003081137,,-0.018867925,0.001077586,0.001408451,-0.006734345,0.014586255,,0.004554512,0,-0.003412969,,0.00232986,-0.002738602,,0.001368575,-0.00494608,0.000529453,,-0.01988401,-0.0013627,,,0.000391312,-0.00592735,-0.000641701,0.004618938,,-0.00295858,0.002014775,0.001336778,6.35E-05
02/08/2010,0.005878031,0,0.001754386,0.004543866,-0.001612741,0.005395683,0.021220159,-0.009957326,0.005763689,0.007874016,,0,0.00126183,0.009615385,,0.006993007,-0.000248407,0,0,-0.001520598,,-0.001133466,0,0.001712329,,-0.012478591,-0.000549222,,-0.002477151,0.004155802,0.000613841,,0.026204565,0.006315055,,,-0.000880109,0.007339767,0.000254905,-0.00581474,,0.016320475,0.007372654,0.018033511,0.022022522
03/08/2010,0.001460921,0.00474893,0,0.003305498,-0.00111055,0,-0.002597403,0.010057471,-0.004775549,-0.0078125,,0,0.00063012,-0.005442177,,-0.003472222,0.000331291,0.012658228,-0.002023882,0.007891458,,0.001702128,0,0.001709402,,0.002849356,0.004121445,,0,-0.002515621,0.003014438,,-0.012355848,-0.005171707,,,-0.00401292,-0.002750623,-0.009101932,0.001496192,,-0.005839416,-0.007318696,-0.00515827,-0.004796355
04/08/2010,0.004376367,0.0027894,-0.001751313,-0.00468181,-0.000202143,0,-0.015625,0.00284495,0.004798464,0,,0.04784689,0,0.008207934,,0.005226481,0.001324722,0.002579365,0.002332184,0.002060439,,0.002737657,0,0,,0.003088325,0.000820904,,0.001027573,0.003416856,0.003406095,,-0.00500417,0.003074777,,,-0.000589622,0.00497721,0.001737973,0.013853049,,0.000734214,0.001340483,0.008780325,0.006051113
05/08/2010,-0.001452433,0.000309071,0,0.012020906,0.003538213,-0.001788909,0.017636684,0.009929078,0,0,,0,0.007556675,0.001017639,,0.013864818,-8.27E-05,-0.000791609,0.001213961,0.000959561,,9.41E-05,0.001414427,0.008532423,,0.001477833,0.007655504,,0.002566296,0.006323982,0.001607937,,-0.004191115,0.003444571,,,0.001769911,0.003989094,0.005060071,-0.003884796,,0.004402054,-0.002677376,-0.004562488,-0.001268525
