Date,ASI Global Inflation-Link Bd P1 Acc,Allianz Strategic Bond C Inc,Allianz Technology Trust Ord,Baillie Gifford Global Inc Growth B Acc,BlackRock European Absolute Alpha D Acc,BlackRock Throgmorton Trust Ord,BlackRock World Mining Trust Ord,Fidelity Asian Values Ord,Fidelity China Special Ord,Fidelity Global Technology W-Acc-GBP,Fundsmith Equity I Acc,HarbourVest Global Priv Equity Ord,HgCapital Trust Ord,Invesco EQQQ NASDAQ-100 ETF GBP,JPM Global Macro Opportunities C Net Acc,JPMorgan China Growth & Income Ord,Janus Henderson Mlt-Ast AbsRet I Acc,Jupiter Strategic AbsRt Bd I £ H Acc,JupiterMerian Glb Eq AbsRt I £ H Acc,L&G All Stocks Index Linked Gt Idx I Acc,L&G Battery Value-Chain ETF GBP,Merian Global Strategic Bond I GBP Acc,Montanaro European Smaller Ord,Pacific Horizon Ord,Pictet - Global Envir Opps I dy GBP,Rathbone Ethical Bond I Inc,Rathbone Global Opportunities S Acc,Rathbone Multi Asset Enhanced Gr S Acc,Rathbone Multi Asset Strategic Gr S Acc,RobecoSAM Sustainable Water Eqs I GBP,Royal London Sterl Extra Yld Bd A,Royal London Sustainable Div C Acc,Scottish Mortgage Ord,Stewart Inv APAC Ldrs Sstby B GBP Acc,Threadneedle (Lux) Glb Smlr Coms GBP ZGH,Trojan Fund X Accumulation,VT Argonaut Absolute Return R GBP Acc,Vanguard FTSE Dev Wld ex-UK Eq Idx £ Acc,Vanguard Glb Bd Idx £ H Acc,WisdomTree Physical Gold GBP,iShares Core S&P 500 ETF USD Acc GBP,iShares Global Water ETF USD Dist GBP,iShares S&P SmallCap 600 ETF USD Dist GBP,NASDAQ Composite,S&P 500
19/01/2006,0,-0.004193147,0.005567929,,,0.003262643,0.034666667,0.012562814,,0.018691588,,,0.001710864,0.005116959,,0.018404908,,,,-0.012541255,,0.001347988,0.005093379,0.016997167,,-0.005417879,0.0033195,,,,-0.001382019,,0.014492754,0.014797015,,,,,,,,,,0.009725293,0.005563673
20/01/2006,-0.006050128,-0.002631752,-0.003322259,,,0.009756098,0.007731959,-0.004962779,,-0.018348623,,,0.001707942,-0.01412987,,0,,,,-0.006016042,,-0.003261882,-0.003378378,0,,-0.003328962,0.007609595,,,,0,,-0.002040816,-0.004050349,,,,,,,,,,-0.023507634,-0.018326315
23/01/2006,0.002608695,0.003628208,-0.011111111,,,-0.006441224,-0.01342711,-0.004987531,,-0.009345794,,,-0.002557545,-0.02318474,,-0.009036145,,,,0.008238062,,-0.001714197,-0.005762712,-0.002785515,,0.003643725,-0.012477426,,,,-0.011435647,,-0.010224949,-0.016705249,,,,,,,,,,0.000342581,0.001846987
24/01/2006,0,6.57E-05,-0.006741573,,,0,-0.001944264,0,,0,,,0,0.000863092,,0.009118541,,,,0.002167751,,-0.000780519,0.007500852,0.002793296,,0.000302541,0.008811305,,,,0.013188918,,-0.004132231,0.00884449,,,,,,,,,,0.007462866,0.002405437
25/01/2006,-0.002601908,-0.00256326,0.009049774,,,0.006482982,0.017532468,0.007518797,,0.009433962,,,0.000854701,-0.004096152,,0,,,,-0.004492512,,-0.002759985,0.005076142,0.008356546,,-0.003427765,0.015985497,,,,-0.002472547,,0.010373444,-0.00037843,,,,,,,,,,-0.002030724,-0.001720736
26/01/2006,0,-0.004942014,0.007847534,,,0.001610306,0.00319081,0.007462687,,0.009345794,,,0.006831768,0.005953025,,0.003012048,,,,-0.010195553,,-0.002924282,-0.000841751,0.002762431,,-0.005462822,0.01021898,,,,-0.002478676,,0.003080082,0.00334406,,,,,,,,,,0.009886581,0.007234954
27/01/2006,0,-0.002383948,0.016685206,,,0.01607717,0.022900763,0.024691358,,0.01851852,,,0.012722646,0.019797719,,0.024024024,,,,-0.004390409,,-0.000314234,0.00505476,0.024793388,,-0.001830944,0.004977519,,,,-0.001169334,,0.019447288,0.015847063,,,,,,,,,,0.009299159,0.007763999
30/01/2006,0,-0.001526718,0.008752735,,,-0.003164557,0.014925373,0.007228916,,0,,,0.002512563,0.003165225,,0,,,,-0.003561738,,0.000419111,0.005867561,0.002688172,,-0.002038112,0.015018374,,,,0.002121899,,0.002008032,0.007985638,,,,,,,,,,0.001106682,0.001145087
31/01/2006,-0.008695653,0.00385587,0.002169197,,,0.003174603,0,-0.007177033,,-0.009090911,,,0.018379282,-0.010727808,,0.002932551,,,,0.011914894,,-0.001256809,-0.002833333,0.002680965,,0.004493005,0.000157405,,,,0.000584112,,0.003507014,0.004790272,,,,,,,,,,-0.000416148,-0.003976055
01/02/2006,0.002631579,0.001258278,-0.004329004,,,0.004746835,0.022671569,-0.004819277,,0,,,0.022149303,-0.000850521,,-0.005847953,,,,-0.000841043,,-0.001992449,-0.00718703,-0.002673797,,-0.009454102,-0.004721435,,,,-0.001897256,,0.000499251,0.002383717,,,,,,,,,,0.002055664,0.001859263
02/02/2006,0,-0.003307097,-0.002173913,,,-0.003149606,-0.001797484,-0.014527845,,-0.009174312,,,0.000802568,-0.009576506,,0.005882353,,,,-0.003198653,,-0.003204792,0.013468013,0.00536193,,-0.003591954,-0.003636939,,,,-0.000657991,,-0.011976048,-0.008109756,,,,,,,,,,-0.012546737,-0.009060708
03/02/2006,0,-0.000796337,0.002178649,,,0.004739336,-0.00240096,-0.00982801,,0,,,-0.004009623,-0.001074345,,-0.01754386,,,,-0.001013342,,-0.000105413,-0.006644518,0,,-0.000926975,-0.003808918,,,,0.001170532,,-0.002525253,-0.00799164,,,,,,,,,,-0.008323212,-0.005358611
06/02/2006,0.001749782,0.002922229,0.002173913,,,0.004716981,0.005415162,0.007444169,,0.009259259,,,0.005636071,0.0047322,,0,,,,0.004226543,,0.008223078,0.006688963,0.005333333,,0.002886597,0.015453242,,,,0.001169163,,0.008101266,0.016050071,,,,,,,,,,-0.001670672,0.000783202
07/02/2006,-0.000873364,-0.001589299,0,,,0.001564945,-0.002393776,0,,0,,,0.001601281,-0.001284522,,0,,,,-0.005218854,,0.002666388,0,-0.00265252,,-0.001439144,0.010668342,,,,7.30E-05,,0.002511301,-0.002012686,,,,,,,,,,-0.006127186,-0.008094726
08/02/2006,-0.00174825,-0.002255091,-0.010845987,,,0.003125,-0.037792442,-0.007389163,,0.009174313,,,0.009592326,0.004287245,,0.00297619,,,,-0.003215434,,0.000312858,0.003322259,-0.007978723,,-0.001852995,-0.013815586,,,,-0.00072982,,-0.009519038,-0.013200513,,,,,,,,,,0.009808647,0.008662869
09/02/2006,-0.001751314,-0.000930665,0.013157895,,,0.012461059,0.02244389,0.004962779,,0.009090909,,,0.020585907,0.00981857,,-0.002967359,,,,-0.000679118,,0.000260634,0.008278146,0.008042895,,-0.000515677,0.000472217,,,,0.003067485,,0.013657056,0.008484548,,,,,,,,,,-0.004900733,-0.001477498
10/02/2006,0.003508771,0.00439151,0.004329004,,,-0.007692308,-0.026829268,-0.007407407,,-0.018018019,,,0.002327386,-0.019234834,,-0.00297619,,,,0.009344206,,-0.000521132,0.001642036,0.002659574,,0.004540296,-0.003461295,,,,0.000946556,,-0.011976048,-0.004912798,,,,,,,,,,0.002664057,0.002539968
13/02/2006,0.001748252,-0.000993707,0.004310345,,,0.001550388,-0.011904762,-0.002487562,,0,,,0.004643963,0.003663793,,-0.002985075,,,,-0.00370308,,-0.000782106,0.003278689,-0.00265252,,-0.001540833,-0.01263025,,,,-0.000290973,,0.007070707,-0.006973587,,,,,,,,,,-0.009757293,-0.003259698
14/02/2006,-0.005235602,0.000132626,0.008583691,,,0.00619195,0.000634115,0.012468828,,0.009174313,,,0.00385208,0.00815976,,0,,,,-0.003041055,,0.001878522,-0.001633987,0.002659574,,0.000617284,-0.013271506,,,,0.001455286,,-0.003009027,0.008824809,,,,,,,,,,0.009982928,0.010032818
15/02/2006,-0.001754387,-0.000663042,0,,,0.001538462,0.005069708,0,,-0.009090911,,,-0.001534919,0.001490948,,-0.002994012,,,,-0.00067785,,-0.001875,0,0.00530504,,-0.000925354,0.000648194,,,,-0.002179757,,0.006036217,-0.007577158,,,,,,,,,,0.006303686,0.003504403
16/02/2006,-0.002636204,-0.000928875,0.00212766,,,0.003072197,-0.000630517,0.002463054,,0.018348625,,,0.001537279,0.015525308,,0.003003003,,,,-0.002543667,,-0.000365269,-0.006219313,0,,-0.001337861,-0.003076922,,,,0.002038884,,0.003,0.001551831,,,,,,,,,,0.007994953,0.007328129
17/02/2006,0.003524231,0.003320494,0.012738854,,,0.004594181,0.032807571,0.004914005,,-0.009009009,,,0.002302379,-0.00565445,,0,,,,0.004080245,,0.000574204,0.007081686,0,,0.003915911,0.00730994,,,,0.001526052,,0.008973081,0.004462349,,,,,,,,,,-0.00534717,-0.001659724
21/02/2006,0.003511851,0.001853323,-0.008385744,,,0.00304878,0.001832621,0.007334963,,-0.009090911,,,0.001531394,-0.013268745,,0.005988024,,,,0.004402303,,-0.000156511,0.00572363,0.002638522,,0.001437076,0.016932754,,,,0.001233493,,0.007411067,0.002961683,,,,,,,,,,-0.008500037,-0.003270533
22/02/2006,0,0.000132135,0.001057082,,,0,0.002439024,-0.007281553,,0,,,0.000764526,0.010032017,,0,,,,0.000674309,,0.000834855,0.004878049,0.002631579,,-0.000102501,0.003805898,,,,0.001666787,,-0.004904365,0.001537988,,,,,,,,,,0.008930764,0.007513475
23/02/2006,0.003499564,0.001387237,-0.009503696,,,0.001519757,-0.00243309,0.007334963,,0,,,0.000763942,-0.002324598,,0,,,,0.002190027,,-0.001511912,0.003236246,0.007874016,,0.001025115,-0.007266983,,,,-0.000795833,,-0.006407097,-0.004238329,,,,,,,,,,-0.001686188,-0.003775136
24/02/2006,-0.00348736,-0.000791609,-0.001066098,,,-0.001517451,-0.019512195,-0.002427184,,0,,,-0.000763359,-0.046600297,,0,,,,-0.002185241,,-0.001775273,-0.007258065,0.002604167,,-0.000204813,0.003819225,,,,-0.001158497,,0.00297619,0.002899266,,,,,,,,,,0.003386962,0.001273511
27/02/2006,0.00087489,-0.002640787,0.001067236,,,0.003039514,0.001243781,0.00243309,,0.018348625,,,-0.000763942,0.064207954,,0.00297619,,,,-0.005896227,,0.001883042,-0.004061738,0,,-0.003892246,0.013157895,,,,-0.001159841,,0.004945598,0.010394883,,,,,,,,,,0.008806095,0.00363722
28/02/2006,-0.003496502,0.000397167,0.001066098,,,0,-0.020496894,-0.009708738,,-0.018018019,,,-0.006880734,-0.019624217,,0,,,,0.002033554,,-0.003341339,0.005220228,0.002597403,,0,-0.002347052,,,,0.00087089,,-0.000984252,-0.006087539,,,,,,,,,,-0.011178165,-0.01040086
01/03/2006,0.004385965,-0.018262423,0.001064963,,,0.001515152,-0.000634115,0.00245098,,0.018348625,,,0.007698229,0.010221465,,0,,,,0.001860308,,-0.000523833,0.007789679,0.002590674,,0.001233934,-0.008155585,,,,0.001812776,,-0.004926108,-0.004471121,,,,,,,,,,0.014574449,0.008261331
02/03/2006,-0.001746726,0.001145784,-0.00212766,,,0.001512859,0.005076142,0,,0,,,0.000763942,0.003794266,,0.002967359,,,,0.001350439,,0.003825995,0,0.002583979,,0.001437814,0.011543328,,,,-0.001158078,,0.001980198,0.010397441,,,,,,,,,,-0.001524982,-0.001626325
03/03/2006,-0.003499561,-0.003702706,-0.002132196,,,-0.001510574,0.000631313,-0.009779951,,-0.009009009,,,0.001526718,-0.002939941,,0,,,,-0.005900202,,-0.003393724,-0.004025765,0,,-0.003384268,0.002032204,,,,-0.001014493,,0,-0.006576143,,,,,,,,,,-0.003682217,-0.001481634
06/03/2006,-0.001755927,-0.001351443,0.012820513,,,0.003025719,0.008201893,0.002469136,,0.009090909,,,-0.00152439,0.000631845,,-0.00295858,,,,-0.002204511,,-0.001204946,-0.004042037,0,,-0.001543527,0.000936035,,,,0.000725374,,0.005928854,0.002942078,,,,,,,,,,-0.007196242,-0.006968429
07/03/2006,-0.003518031,-0.001759253,-0.002109705,,,-0.007541478,-0.030037547,-0.014778325,,-0.018018019,,,-0.004580153,-0.00736687,,-0.023738872,,,,-0.001869477,,0.002255441,0.005422078,-0.005154639,,-0.001648975,-0.007481294,,,,-7.25E-05,,-0.007858546,-0.00666137,,,,,,,,,,-0.007720873,-0.00186191
08/03/2006,0.000882614,-0.00047448,-0.020084567,,,-0.030395137,-0.052258065,-0.02,,-0.009174312,,,-0.002300613,-0.007421544,,-0.027355623,,,,-0.00017027,,-0.000680343,-0.003132367,-0.010362694,,0,-0.01052136,,,,-0.001449801,,-0.022772277,-0.01113572,,,,,,,,,,-0.000405541,0.002029945
09/03/2006,0,-0.003051675,0.009708738,,,0.004702194,0.040163376,0.005102041,,0.01851852,,,-0.002305919,0.008331553,,0.015625,,,,-0.006130791,,-0.000366587,0.004211208,0,,-0.00278724,-0.004285032,,,,-0.00123412,,0.013677812,0.002924159,,,,,,,,,,-0.007823728,-0.004880827
10/03/2006,-0.006172841,-0.001292429,0,,,0.004680187,0.014397906,0.002538071,,0,,,0,0,,0.006153846,,,,-0.001542152,,-0.000261945,0,0.002617801,,-0.002070394,0.007810009,,,,-0.00101759,,0.006496752,0.003473945,,,,,,,,,,0.005476267,0.007223587
13/03/2006,0.000887313,-0.002451982,0.002136752,,,0.00621118,0.012903226,0.002531646,,0,,,0.003081664,-0.003177966,,0.012232416,,,,-0.002230994,,0.003144159,-0.001612903,0.007832898,,-0.00259336,0.004111971,,,,0.000436554,,0.012413108,0.013167656,,,,,,,,,,0.002205969,0.002114811
14/03/2006,-0.002659577,0.001706951,-0.002132196,,,0.00154321,0.003821656,0.005050505,,0,,,0.040706605,-0.002550478,,0.006042296,,,,0.002751977,,-0.002925352,-0.00726979,0,,0.002184087,-0.003622618,,,,-7.27E-05,,0.000490436,-0.008359265,,,,,,,,,,0.012734667,0.010396125
15/03/2006,0.001777779,0.001158749,0.002136752,,,0.004622496,0.017766497,0.005025126,,0.009090909,,,-0.00295203,0.010867249,,0.009009009,,,,0.002401374,,0.000366742,-0.0035476,0.010362694,,0.00083022,0.006797345,,,,-0.012582733,,0.002941176,0.00553778,,,,,,,,,,0.006942892,0.004269846
16/03/2006,0.000887313,-0.002723312,-0.002132196,,,0.010736196,0.011845387,-0.005,,0,,,-0.002220577,0.004215852,,0,,,,-0.004620125,,-5.24E-05,0.003723543,0,,-0.003318124,-0.001256083,,,,0.013626989,,0.002932551,0.002386489,,,,,,,,,,-0.005311799,0.001772756
17/03/2006,0.001773048,0.00266248,0.006410256,,,0.010622155,0.002464572,0.007537688,,0,,,-0.003709199,-0.008396306,,0,,,,0.00275056,,0.002933011,0.008786202,0,,0.002808988,0.006917151,,,,-0.00167139,,0.003898635,-0.002930224,,,,,,,,,,0.003009237,0.001470926
20/03/2006,-0.001769909,-0.001157486,0,,,0,-0.001843884,-0.004987531,,0,,,0.00446761,0.001905165,,0.005952381,,,,-0.001714384,,-0.000469998,-0.006451613,0.005128205,,-0.001452432,0.007494143,,,,-0.011937691,,0.001941748,-0.000489806,,,,,,,,,,0.003308126,-0.001660007
21/03/2006,0,-0.000545331,-0.002123142,,,-0.009009009,-0.005541872,0,,0.009009009,,,-0.006671609,0.016691316,,0,,,,-0.002747724,,0.000940439,0.003246753,0.00255102,,-0.000831169,-0.0032543,,,,0.014292029,,-0.002906977,-0.001837672,,,,,,,,,,-0.00859083,-0.006014938
22/03/2006,-0.002659577,-6.82E-05,-0.006382979,,,0.001515152,-0.014241486,-0.007518797,,-0.008928571,,,-0.001492537,-0.023275145,,-0.00887574,,,,0.002583089,,-0.002296691,-0.000809061,-0.002544529,,0.000623895,0,,,,0.001234747,,0.000485909,-0.008223381,,,,,,,,,,0.003975241,0.006020566
23/03/2006,0.001777779,0.004297115,0.004282655,,,0,0.003140704,0.015151515,,0,,,-0.005231689,0.005744681,,0,,,,0.008588115,,0.002668202,0.001587045,0,,0.004572379,0.012904229,,,,0.000652884,,-0.001457018,0.002784481,,,,,,,,,,-0.001389366,-0.002582293
24/03/2006,0,-0.002309155,0,,,0.004538578,0.019411396,-0.009950249,,0,,,0.000751315,0.004654115,,0,,,,-0.004768392,,-0.00067832,0.001649205,0.007653061,,-0.002689563,0.008749042,,,,0.000724953,,0.010700389,0.003085277,,,,,,,,,,0.005508409,0.000983281
27/03/2006,0.001774624,0.000884956,-0.004264392,,,-0.003012048,-0.000614251,0,,0,,,0.002252252,-0.001263424,,0,,,,0.000513346,,-0.002245197,0.013720743,0.005063291,,0.000414895,0.002282412,,,,-0.000507099,,-0.00481232,0.001660925,,,,,,,,,,0.001193353,-0.001028409
