Date,Name,NAV
08/28/2018,Baillie Gifford Positive Change B Acc,1.75,
08/29/2018,Baillie Gifford Positive Change B Acc,1.754,
08/30/2018,Baillie Gifford Positive Change B Acc,1.762,
08/31/2018,Baillie Gifford Positive Change B Acc,1.762,
09/01/2018,Baillie Gifford Positive Change B Acc,1.762,
09/02/2018,Baillie Gifford Positive Change B Acc,1.762,
09/03/2018,Baillie Gifford Positive Change B Acc,1.776,
09/04/2018,Baillie Gifford Positive Change B Acc,1.783,
09/05/2018,Baillie Gifford Positive Change B Acc,1.762,
09/06/2018,Baillie Gifford Positive Change B Acc,1.729,
09/07/2018,Baillie Gifford Positive Change B Acc,1.722,
09/08/2018,Baillie Gifford Positive Change B Acc,1.722,
09/09/2018,Baillie Gifford Positive Change B Acc,1.722,
09/10/2018,Baillie Gifford Positive Change B Acc,1.709,
09/11/2018,Baillie Gifford Positive Change B Acc,1.709,
09/12/2018,Baillie Gifford Positive Change B Acc,1.718,
09/13/2018,Baillie Gifford Positive Change B Acc,1.716,
09/14/2018,Baillie Gifford Positive Change B Acc,1.716,
09/15/2018,Baillie Gifford Positive Change B Acc,1.716,
09/16/2018,Baillie Gifford Positive Change B Acc,1.716,
09/17/2018,Baillie Gifford Positive Change B Acc,1.717,
09/18/2018,Baillie Gifford Positive Change B Acc,1.696,
09/19/2018,Baillie Gifford Positive Change B Acc,1.7,
09/20/2018,Baillie Gifford Positive Change B Acc,1.709,
09/21/2018,Baillie Gifford Positive Change B Acc,1.717,
09/22/2018,Baillie Gifford Positive Change B Acc,1.717,
09/23/2018,Baillie Gifford Positive Change B Acc,1.717,
09/24/2018,Baillie Gifford Positive Change B Acc,1.719,
09/25/2018,Baillie Gifford Positive Change B Acc,1.726,
09/26/2018,Baillie Gifford Positive Change B Acc,1.744,
09/27/2018,Baillie Gifford Positive Change B Acc,1.741,
09/28/2018,Baillie Gifford Positive Change B Acc,1.744,
09/29/2018,Baillie Gifford Positive Change B Acc,1.744,
09/30/2018,Baillie Gifford Positive Change B Acc,1.744,
10/01/2018,Baillie Gifford Positive Change B Acc,1.753,
10/02/2018,Baillie Gifford Positive Change B Acc,1.745,
10/03/2018,Baillie Gifford Positive Change B Acc,1.731,
10/04/2018,Baillie Gifford Positive Change B Acc,1.71,
10/05/2018,Baillie Gifford Positive Change B Acc,1.666,
10/06/2018,Baillie Gifford Positive Change B Acc,1.666,
10/07/2018,Baillie Gifford Positive Change B Acc,1.666,
10/08/2018,Baillie Gifford Positive Change B Acc,1.638,
10/09/2018,Baillie Gifford Positive Change B Acc,1.619,
10/10/2018,Baillie Gifford Positive Change B Acc,1.595,
10/11/2018,Baillie Gifford Positive Change B Acc,1.525,
10/12/2018,Baillie Gifford Positive Change B Acc,1.537,
10/13/2018,Baillie Gifford Positive Change B Acc,1.537,
10/14/2018,Baillie Gifford Positive Change B Acc,1.537,
10/15/2018,Baillie Gifford Positive Change B Acc,1.554,
10/16/2018,Baillie Gifford Positive Change B Acc,1.54,
10/17/2018,Baillie Gifford Positive Change B Acc,1.605,
10/18/2018,Baillie Gifford Positive Change B Acc,1.603,
10/19/2018,Baillie Gifford Positive Change B Acc,1.586,
10/20/2018,Baillie Gifford Positive Change B Acc,1.586,
10/21/2018,Baillie Gifford Positive Change B Acc,1.586,
10/22/2018,Baillie Gifford Positive Change B Acc,1.578,
10/23/2018,Baillie Gifford Positive Change B Acc,1.552,
10/24/2018,Baillie Gifford Positive Change B Acc,1.565,
10/25/2018,Baillie Gifford Positive Change B Acc,1.533,
10/26/2018,Baillie Gifford Positive Change B Acc,1.531,
10/27/2018,Baillie Gifford Positive Change B Acc,1.531,
10/28/2018,Baillie Gifford Positive Change B Acc,1.531,
10/29/2018,Baillie Gifford Positive Change B Acc,1.535,
10/30/2018,Baillie Gifford Positive Change B Acc,1.532,
10/31/2018,Baillie Gifford Positive Change B Acc,1.574,
11/01/2018,Baillie Gifford Positive Change B Acc,1.584,
11/02/2018,Baillie Gifford Positive Change B Acc,1.622,
11/03/2018,Baillie Gifford Positive Change B Acc,1.622,
11/04/2018,Baillie Gifford Positive Change B Acc,1.622,
11/05/2018,Baillie Gifford Positive Change B Acc,1.614,
11/06/2018,Baillie Gifford Positive Change B Acc,1.606,
11/07/2018,Baillie Gifford Positive Change B Acc,1.623,
11/08/2018,Baillie Gifford Positive Change B Acc,1.641,
11/09/2018,Baillie Gifford Positive Change B Acc,1.626,
11/10/2018,Baillie Gifford Positive Change B Acc,1.626,
11/11/2018,Baillie Gifford Positive Change B Acc,1.626,
11/12/2018,Baillie Gifford Positive Change B Acc,1.629,
11/13/2018,Baillie Gifford Positive Change B Acc,1.575,
11/14/2018,Baillie Gifford Positive Change B Acc,1.564,
11/15/2018,Baillie Gifford Positive Change B Acc,1.585,
11/16/2018,Baillie Gifford Positive Change B Acc,1.6,
11/17/2018,Baillie Gifford Positive Change B Acc,1.6,
11/18/2018,Baillie Gifford Positive Change B Acc,1.6,
11/19/2018,Baillie Gifford Positive Change B Acc,1.606,
11/20/2018,Baillie Gifford Positive Change B Acc,1.549,
11/21/2018,Baillie Gifford Positive Change B Acc,1.536,
11/22/2018,Baillie Gifford Positive Change B Acc,1.546,
11/23/2018,Baillie Gifford Positive Change B Acc,1.541,
11/24/2018,Baillie Gifford Positive Change B Acc,1.541,
11/25/2018,Baillie Gifford Positive Change B Acc,1.541,
11/26/2018,Baillie Gifford Positive Change B Acc,1.553,
11/27/2018,Baillie Gifford Positive Change B Acc,1.575,
11/28/2018,Baillie Gifford Positive Change B Acc,1.571,
11/29/2018,Baillie Gifford Positive Change B Acc,1.599,
11/30/2018,Baillie Gifford Positive Change B Acc,1.608,
12/01/2018,Baillie Gifford Positive Change B Acc,1.608,
12/02/2018,Baillie Gifford Positive Change B Acc,1.608,
12/03/2018,Baillie Gifford Positive Change B Acc,1.639,
12/04/2018,Baillie Gifford Positive Change B Acc,1.636,
12/05/2018,Baillie Gifford Positive Change B Acc,1.604,
12/06/2018,Baillie Gifford Positive Change B Acc,1.554,
12/07/2018,Baillie Gifford Positive Change B Acc,1.586,
12/08/2018,Baillie Gifford Positive Change B Acc,1.586,
12/09/2018,Baillie Gifford Positive Change B Acc,1.586,
12/10/2018,Baillie Gifford Positive Change B Acc,1.541,
12/11/2018,Baillie Gifford Positive Change B Acc,1.563,
12/12/2018,Baillie Gifford Positive Change B Acc,1.597,
12/13/2018,Baillie Gifford Positive Change B Acc,1.595,
12/14/2018,Baillie Gifford Positive Change B Acc,1.567,
12/15/2018,Baillie Gifford Positive Change B Acc,1.567,
12/16/2018,Baillie Gifford Positive Change B Acc,1.567,
12/17/2018,Baillie Gifford Positive Change B Acc,1.567,
12/18/2018,Baillie Gifford Positive Change B Acc,1.53,
12/19/2018,Baillie Gifford Positive Change B Acc,1.527,
12/20/2018,Baillie Gifford Positive Change B Acc,1.501,
12/21/2018,Baillie Gifford Positive Change B Acc,1.474,
12/22/2018,Baillie Gifford Positive Change B Acc,1.474,
12/23/2018,Baillie Gifford Positive Change B Acc,1.474,
12/24/2018,Baillie Gifford Positive Change B Acc,1.462,
12/25/2018,Baillie Gifford Positive Change B Acc,1.462,
12/26/2018,Baillie Gifford Positive Change B Acc,1.462,
12/27/2018,Baillie Gifford Positive Change B Acc,1.478,
12/28/2018,Baillie Gifford Positive Change B Acc,1.511,
12/29/2018,Baillie Gifford Positive Change B Acc,1.511,
12/30/2018,Baillie Gifford Positive Change B Acc,1.511,
12/31/2018,Baillie Gifford Positive Change B Acc,1.508,
01/01/2019,Baillie Gifford Positive Change B Acc,1.508,
01/02/2019,Baillie Gifford Positive Change B Acc,1.504,
01/03/2019,Baillie Gifford Positive Change B Acc,1.489,
01/04/2019,Baillie Gifford Positive Change B Acc,1.49,
01/05/2019,Baillie Gifford Positive Change B Acc,1.49,
01/06/2019,Baillie Gifford Positive Change B Acc,1.49,
01/07/2019,Baillie Gifford Positive Change B Acc,1.521,
01/08/2019,Baillie Gifford Positive Change B Acc,1.536,
01/09/2019,Baillie Gifford Positive Change B Acc,1.564,
01/10/2019,Baillie Gifford Positive Change B Acc,1.576,
01/11/2019,Baillie Gifford Positive Change B Acc,1.593,
01/12/2019,Baillie Gifford Positive Change B Acc,1.593,
01/13/2019,Baillie Gifford Positive Change B Acc,1.593,
01/14/2019,Baillie Gifford Positive Change B Acc,1.563,
01/15/2019,Baillie Gifford Positive Change B Acc,1.557,
01/16/2019,Baillie Gifford Positive Change B Acc,1.566,
01/17/2019,Baillie Gifford Positive Change B Acc,1.564,
01/18/2019,Baillie Gifford Positive Change B Acc,1.569,
01/19/2019,Baillie Gifford Positive Change B Acc,1.569,
01/20/2019,Baillie Gifford Positive Change B Acc,1.569,
01/21/2019,Baillie Gifford Positive Change B Acc,1.576,
