Date,Name,Close,High,Low,Open,Volume
02/18/2010,iShares $ TIPS ETF USD Acc GBP,102.05,,,,,
02/19/2010,iShares $ TIPS ETF USD Acc GBP,103.02,,,,,
02/20/2010,iShares $ TIPS ETF USD Acc GBP,103.02,,,,,
02/21/2010,iShares $ TIPS ETF USD Acc GBP,103.02,,,,,
02/22/2010,iShares $ TIPS ETF USD Acc GBP,102.82,,,,,
02/23/2010,iShares $ TIPS ETF USD Acc GBP,102.99,,,,,
02/24/2010,iShares $ TIPS ETF USD Acc GBP,103.46,,,,,
02/25/2010,iShares $ TIPS ETF USD Acc GBP,104.57,,,,,
02/26/2010,iShares $ TIPS ETF USD Acc GBP,104.67,,,,,
02/27/2010,iShares $ TIPS ETF USD Acc GBP,104.67,,,,,
02/28/2010,iShares $ TIPS ETF USD Acc GBP,104.67,,,,,
03/01/2010,iShares $ TIPS ETF USD Acc GBP,106.46,,,,,
03/02/2010,iShares $ TIPS ETF USD Acc GBP,106.76,,,,,
03/03/2010,iShares $ TIPS ETF USD Acc GBP,105.62,,,,,
03/04/2010,iShares $ TIPS ETF USD Acc GBP,106.52,,,,,
03/05/2010,iShares $ TIPS ETF USD Acc GBP,105.19,,,,,
03/06/2010,iShares $ TIPS ETF USD Acc GBP,105.19,,,,,
03/07/2010,iShares $ TIPS ETF USD Acc GBP,105.19,,,,,
03/08/2010,iShares $ TIPS ETF USD Acc GBP,105.97,,,,,
03/09/2010,iShares $ TIPS ETF USD Acc GBP,106.51,,,,,
03/10/2010,iShares $ TIPS ETF USD Acc GBP,106.57,,,,,
03/11/2010,iShares $ TIPS ETF USD Acc GBP,105.87,,,,,
03/12/2010,iShares $ TIPS ETF USD Acc GBP,105.33,,,,,
03/13/2010,iShares $ TIPS ETF USD Acc GBP,105.33,,,,,
03/14/2010,iShares $ TIPS ETF USD Acc GBP,105.33,,,,,
03/15/2010,iShares $ TIPS ETF USD Acc GBP,106.27,,,,,
03/16/2010,iShares $ TIPS ETF USD Acc GBP,105.52,,,,,
03/17/2010,iShares $ TIPS ETF USD Acc GBP,104.9,,,,,
03/18/2010,iShares $ TIPS ETF USD Acc GBP,105.3,,,,,
03/19/2010,iShares $ TIPS ETF USD Acc GBP,106.95,,,,,
03/20/2010,iShares $ TIPS ETF USD Acc GBP,106.95,,,,,
03/21/2010,iShares $ TIPS ETF USD Acc GBP,106.95,,,,,
03/22/2010,iShares $ TIPS ETF USD Acc GBP,106.09,,,,,
03/23/2010,iShares $ TIPS ETF USD Acc GBP,106.36,,,,,
03/24/2010,iShares $ TIPS ETF USD Acc GBP,106.83,,,,,
03/25/2010,iShares $ TIPS ETF USD Acc GBP,106.56,,,,,
03/26/2010,iShares $ TIPS ETF USD Acc GBP,106.79,,,,,
03/27/2010,iShares $ TIPS ETF USD Acc GBP,106.79,,,,,
03/28/2010,iShares $ TIPS ETF USD Acc GBP,106.79,,,,,
03/29/2010,iShares $ TIPS ETF USD Acc GBP,105.9,,,,,
03/30/2010,iShares $ TIPS ETF USD Acc GBP,105.08,,,,,
03/31/2010,iShares $ TIPS ETF USD Acc GBP,104.7,,,,,
04/01/2010,iShares $ TIPS ETF USD Acc GBP,104.18,,,,,
04/02/2010,iShares $ TIPS ETF USD Acc GBP,104.18,,,,,
04/03/2010,iShares $ TIPS ETF USD Acc GBP,104.18,,,,,
04/04/2010,iShares $ TIPS ETF USD Acc GBP,104.18,,,,,
04/05/2010,iShares $ TIPS ETF USD Acc GBP,104.18,,,,,
04/06/2010,iShares $ TIPS ETF USD Acc GBP,104.32,,,,,
04/07/2010,iShares $ TIPS ETF USD Acc GBP,104.59,,,,,
04/08/2010,iShares $ TIPS ETF USD Acc GBP,105.09,,,,,
04/09/2010,iShares $ TIPS ETF USD Acc GBP,103.98,,,,,
04/10/2010,iShares $ TIPS ETF USD Acc GBP,103.98,,,,,
04/11/2010,iShares $ TIPS ETF USD Acc GBP,103.98,,,,,
04/12/2010,iShares $ TIPS ETF USD Acc GBP,104.44,,,,,
04/13/2010,iShares $ TIPS ETF USD Acc GBP,104.46,,,,,
04/14/2010,iShares $ TIPS ETF USD Acc GBP,103.79,,,,,
04/15/2010,iShares $ TIPS ETF USD Acc GBP,104.02,,,,,
04/16/2010,iShares $ TIPS ETF USD Acc GBP,104.81,,,,,
04/17/2010,iShares $ TIPS ETF USD Acc GBP,104.81,,,,,
04/18/2010,iShares $ TIPS ETF USD Acc GBP,104.81,,,,,
04/19/2010,iShares $ TIPS ETF USD Acc GBP,105.53,,,,,
04/20/2010,iShares $ TIPS ETF USD Acc GBP,104.91,,,,,
04/21/2010,iShares $ TIPS ETF USD Acc GBP,105.16,,,,,
04/22/2010,iShares $ TIPS ETF USD Acc GBP,105.31,,,,,
04/23/2010,iShares $ TIPS ETF USD Acc GBP,105.42,,,,,
04/24/2010,iShares $ TIPS ETF USD Acc GBP,105.42,,,,,
04/25/2010,iShares $ TIPS ETF USD Acc GBP,105.42,,,,,
04/26/2010,iShares $ TIPS ETF USD Acc GBP,104.46,,,,,
04/27/2010,iShares $ TIPS ETF USD Acc GBP,105.91,,,,,
04/28/2010,iShares $ TIPS ETF USD Acc GBP,106.88,,,,,
04/29/2010,iShares $ TIPS ETF USD Acc GBP,106.59,,,,,
04/30/2010,iShares $ TIPS ETF USD Acc GBP,106.73,,,,,
05/01/2010,iShares $ TIPS ETF USD Acc GBP,106.73,,,,,
05/02/2010,iShares $ TIPS ETF USD Acc GBP,106.73,,,,,
05/03/2010,iShares $ TIPS ETF USD Acc GBP,106.73,,,,,
05/04/2010,iShares $ TIPS ETF USD Acc GBP,108.3,,,,,
05/05/2010,iShares $ TIPS ETF USD Acc GBP,108.35,,,,,
05/06/2010,iShares $ TIPS ETF USD Acc GBP,109.84,,,,,
05/07/2010,iShares $ TIPS ETF USD Acc GBP,112.41,,,,,
05/08/2010,iShares $ TIPS ETF USD Acc GBP,112.41,,,,,
05/09/2010,iShares $ TIPS ETF USD Acc GBP,112.41,,,,,
05/10/2010,iShares $ TIPS ETF USD Acc GBP,109.03,,,,,
05/11/2010,iShares $ TIPS ETF USD Acc GBP,109.53,,,,,
05/12/2010,iShares $ TIPS ETF USD Acc GBP,110.42,,,,,
05/13/2010,iShares $ TIPS ETF USD Acc GBP,112.28,,,,,
05/14/2010,iShares $ TIPS ETF USD Acc GBP,113.51,,,,,
05/15/2010,iShares $ TIPS ETF USD Acc GBP,113.51,,,,,
05/16/2010,iShares $ TIPS ETF USD Acc GBP,113.51,,,,,
05/17/2010,iShares $ TIPS ETF USD Acc GBP,114.13,,,,,
05/18/2010,iShares $ TIPS ETF USD Acc GBP,113.93,,,,,
05/19/2010,iShares $ TIPS ETF USD Acc GBP,114.71,,,,,
05/20/2010,iShares $ TIPS ETF USD Acc GBP,113.91,,,,,
05/21/2010,iShares $ TIPS ETF USD Acc GBP,113.07,,,,,
05/22/2010,iShares $ TIPS ETF USD Acc GBP,113.07,,,,,
05/23/2010,iShares $ TIPS ETF USD Acc GBP,113.07,,,,,
05/24/2010,iShares $ TIPS ETF USD Acc GBP,113.68,,,,,
05/25/2010,iShares $ TIPS ETF USD Acc GBP,114.48,,,,,
05/26/2010,iShares $ TIPS ETF USD Acc GBP,113.64,,,,,
05/27/2010,iShares $ TIPS ETF USD Acc GBP,112.28,,,,,
05/28/2010,iShares $ TIPS ETF USD Acc GBP,113.26,,,,,
05/29/2010,iShares $ TIPS ETF USD Acc GBP,113.26,,,,,
05/30/2010,iShares $ TIPS ETF USD Acc GBP,113.26,,,,,
05/31/2010,iShares $ TIPS ETF USD Acc GBP,113.26,,,,,
06/01/2010,iShares $ TIPS ETF USD Acc GBP,111.21,,,,,
06/02/2010,iShares $ TIPS ETF USD Acc GBP,111.79,,,,,
06/03/2010,iShares $ TIPS ETF USD Acc GBP,111.69,,,,,
06/04/2010,iShares $ TIPS ETF USD Acc GBP,113.32,,,,,
06/05/2010,iShares $ TIPS ETF USD Acc GBP,113.32,,,,,
06/06/2010,iShares $ TIPS ETF USD Acc GBP,113.32,,,,,
06/07/2010,iShares $ TIPS ETF USD Acc GBP,113.31,,,,,
06/08/2010,iShares $ TIPS ETF USD Acc GBP,113.91,,,,,
06/09/2010,iShares $ TIPS ETF USD Acc GBP,112.2,,,,,
06/10/2010,iShares $ TIPS ETF USD Acc GBP,111.7,,,,,
06/11/2010,iShares $ TIPS ETF USD Acc GBP,112.82,,,,,
06/12/2010,iShares $ TIPS ETF USD Acc GBP,112.82,,,,,
06/13/2010,iShares $ TIPS ETF USD Acc GBP,112.82,,,,,
06/14/2010,iShares $ TIPS ETF USD Acc GBP,110.55,,,,,
06/15/2010,iShares $ TIPS ETF USD Acc GBP,110.78,,,,,
06/16/2010,iShares $ TIPS ETF USD Acc GBP,110.68,,,,,
06/17/2010,iShares $ TIPS ETF USD Acc GBP,111.37,,,,,
06/18/2010,iShares $ TIPS ETF USD Acc GBP,111.46,,,,,
06/19/2010,iShares $ TIPS ETF USD Acc GBP,111.46,,,,,
06/20/2010,iShares $ TIPS ETF USD Acc GBP,111.46,,,,,
06/21/2010,iShares $ TIPS ETF USD Acc GBP,110.99,,,,,
06/22/2010,iShares $ TIPS ETF USD Acc GBP,111.12,,,,,
06/23/2010,iShares $ TIPS ETF USD Acc GBP,111.08,,,,,
06/24/2010,iShares $ TIPS ETF USD Acc GBP,110.48,,,,,
06/25/2010,iShares $ TIPS ETF USD Acc GBP,110.49,,,,,
06/26/2010,iShares $ TIPS ETF USD Acc GBP,110.49,,,,,
06/27/2010,iShares $ TIPS ETF USD Acc GBP,110.49,,,,,
06/28/2010,iShares $ TIPS ETF USD Acc GBP,109.55,,,,,
06/29/2010,iShares $ TIPS ETF USD Acc GBP,110.16,,,,,
06/30/2010,iShares $ TIPS ETF USD Acc GBP,110.83,,,,,
07/01/2010,iShares $ TIPS ETF USD Acc GBP,109.2,,,,,
07/02/2010,iShares $ TIPS ETF USD Acc GBP,108.72,,,,,
07/03/2010,iShares $ TIPS ETF USD Acc GBP,108.72,,,,,
07/04/2010,iShares $ TIPS ETF USD Acc GBP,108.72,,,,,
07/05/2010,iShares $ TIPS ETF USD Acc GBP,109.33,,,,,
07/06/2010,iShares $ TIPS ETF USD Acc GBP,108.49,,,,,
07/07/2010,iShares $ TIPS ETF USD Acc GBP,108.1,,,,,
07/08/2010,iShares $ TIPS ETF USD Acc GBP,108.65,,,,,
07/09/2010,iShares $ TIPS ETF USD Acc GBP,109.19,,,,,
07/10/2010,iShares $ TIPS ETF USD Acc GBP,109.19,,,,,
07/11/2010,iShares $ TIPS ETF USD Acc GBP,109.19,,,,,
07/12/2010,iShares $ TIPS ETF USD Acc GBP,109.96,,,,,
07/13/2010,iShares $ TIPS ETF USD Acc GBP,108.38,,,,,
07/14/2010,iShares $ TIPS ETF USD Acc GBP,107.78,,,,,
07/15/2010,iShares $ TIPS ETF USD Acc GBP,107.45,,,,,
07/16/2010,iShares $ TIPS ETF USD Acc GBP,107.92,,,,,
07/17/2010,iShares $ TIPS ETF USD Acc GBP,107.92,,,,,
07/18/2010,iShares $ TIPS ETF USD Acc GBP,107.92,,,,,
07/19/2010,iShares $ TIPS ETF USD Acc GBP,107.91,,,,,
07/20/2010,iShares $ TIPS ETF USD Acc GBP,107.35,,,,,
07/21/2010,iShares $ TIPS ETF USD Acc GBP,108.34,,,,,
07/22/2010,iShares $ TIPS ETF USD Acc GBP,107.99,,,,,
07/23/2010,iShares $ TIPS ETF USD Acc GBP,106.81,,,,,
07/24/2010,iShares $ TIPS ETF USD Acc GBP,106.81,,,,,
07/25/2010,iShares $ TIPS ETF USD Acc GBP,106.81,,,,,
07/26/2010,iShares $ TIPS ETF USD Acc GBP,105.95,,,,,
07/27/2010,iShares $ TIPS ETF USD Acc GBP,105.71,,,,,
07/28/2010,iShares $ TIPS ETF USD Acc GBP,105.31,,,,,
07/29/2010,iShares $ TIPS ETF USD Acc GBP,106.09,,,,,
07/30/2010,iShares $ TIPS ETF USD Acc GBP,105.45,,,,,
07/31/2010,iShares $ TIPS ETF USD Acc GBP,105.45,,,,,
08/01/2010,iShares $ TIPS ETF USD Acc GBP,105.45,,,,,
08/02/2010,iShares $ TIPS ETF USD Acc GBP,104.34,,,,,
08/03/2010,iShares $ TIPS ETF USD Acc GBP,104.49,,,,,
08/04/2010,iShares $ TIPS ETF USD Acc GBP,104.82,,,,,
08/05/2010,iShares $ TIPS ETF USD Acc GBP,105.37,,,,,
08/06/2010,iShares $ TIPS ETF USD Acc GBP,104.61,,,,,
08/07/2010,iShares $ TIPS ETF USD Acc GBP,104.61,,,,,
08/08/2010,iShares $ TIPS ETF USD Acc GBP,104.61,,,,,
08/09/2010,iShares $ TIPS ETF USD Acc GBP,104.54,,,,,
08/10/2010,iShares $ TIPS ETF USD Acc GBP,106.08,,,,,
08/11/2010,iShares $ TIPS ETF USD Acc GBP,107.19,,,,,
08/12/2010,iShares $ TIPS ETF USD Acc GBP,107.27,,,,,
08/13/2010,iShares $ TIPS ETF USD Acc GBP,107.36,,,,,
08/14/2010,iShares $ TIPS ETF USD Acc GBP,107.36,,,,,
08/15/2010,iShares $ TIPS ETF USD Acc GBP,107.36,,,,,
08/16/2010,iShares $ TIPS ETF USD Acc GBP,107.16,,,,,
08/17/2010,iShares $ TIPS ETF USD Acc GBP,107.47,,,,,
08/18/2010,iShares $ TIPS ETF USD Acc GBP,107.51,,,,,
08/19/2010,iShares $ TIPS ETF USD Acc GBP,107.18,,,,,
08/20/2010,iShares $ TIPS ETF USD Acc GBP,108.11,,,,,
08/21/2010,iShares $ TIPS ETF USD Acc GBP,108.11,,,,,
08/22/2010,iShares $ TIPS ETF USD Acc GBP,108.11,,,,,
08/23/2010,iShares $ TIPS ETF USD Acc GBP,107.4,,,,,
08/24/2010,iShares $ TIPS ETF USD Acc GBP,108.36,,,,,
08/25/2010,iShares $ TIPS ETF USD Acc GBP,108.56,,,,,
08/26/2010,iShares $ TIPS ETF USD Acc GBP,108.23,,,,,
08/27/2010,iShares $ TIPS ETF USD Acc GBP,108.24,,,,,
08/28/2010,iShares $ TIPS ETF USD Acc GBP,108.24,,,,,
08/29/2010,iShares $ TIPS ETF USD Acc GBP,108.24,,,,,
08/30/2010,iShares $ TIPS ETF USD Acc GBP,108.24,,,,,
08/31/2010,iShares $ TIPS ETF USD Acc GBP,110.07,,,,,
09/01/2010,iShares $ TIPS ETF USD Acc GBP,108.54,,,,,
09/02/2010,iShares $ TIPS ETF USD Acc GBP,109.27,,,,,
09/03/2010,iShares $ TIPS ETF USD Acc GBP,108.7,,,,,
09/04/2010,iShares $ TIPS ETF USD Acc GBP,108.7,,,,,
09/05/2010,iShares $ TIPS ETF USD Acc GBP,108.7,,,,,
09/06/2010,iShares $ TIPS ETF USD Acc GBP,109.01,,,,,
09/07/2010,iShares $ TIPS ETF USD Acc GBP,109.96,,,,,
09/08/2010,iShares $ TIPS ETF USD Acc GBP,108.5,,,,,
09/09/2010,iShares $ TIPS ETF USD Acc GBP,108.65,,,,,
09/10/2010,iShares $ TIPS ETF USD Acc GBP,109.23,,,,,
09/11/2010,iShares $ TIPS ETF USD Acc GBP,109.23,,,,,
09/12/2010,iShares $ TIPS ETF USD Acc GBP,109.23,,,,,
09/13/2010,iShares $ TIPS ETF USD Acc GBP,109.19,,,,,
09/14/2010,iShares $ TIPS ETF USD Acc GBP,109.05,,,,,
09/15/2010,iShares $ TIPS ETF USD Acc GBP,108.2,,,,,
09/16/2010,iShares $ TIPS ETF USD Acc GBP,107.53,,,,,
09/17/2010,iShares $ TIPS ETF USD Acc GBP,107.4,,,,,
09/18/2010,iShares $ TIPS ETF USD Acc GBP,107.4,,,,,
09/19/2010,iShares $ TIPS ETF USD Acc GBP,107.4,,,,,
09/20/2010,iShares $ TIPS ETF USD Acc GBP,107.86,,,,,
09/21/2010,iShares $ TIPS ETF USD Acc GBP,108.56,,,,,
09/22/2010,iShares $ TIPS ETF USD Acc GBP,109.55,,,,,
09/23/2010,iShares $ TIPS ETF USD Acc GBP,108.53,,,,,
09/24/2010,iShares $ TIPS ETF USD Acc GBP,107.41,,,,,
09/25/2010,iShares $ TIPS ETF USD Acc GBP,107.41,,,,,
09/26/2010,iShares $ TIPS ETF USD Acc GBP,107.41,,,,,
09/27/2010,iShares $ TIPS ETF USD Acc GBP,107.41,,,,,
09/28/2010,iShares $ TIPS ETF USD Acc GBP,108.4,,,,,
09/29/2010,iShares $ TIPS ETF USD Acc GBP,108.25,,,,,
09/30/2010,iShares $ TIPS ETF USD Acc GBP,108.68,,,,,
10/01/2010,iShares $ TIPS ETF USD Acc GBP,107.98,,,,,
10/02/2010,iShares $ TIPS ETF USD Acc GBP,107.98,,,,,
10/03/2010,iShares $ TIPS ETF USD Acc GBP,107.98,,,,,
10/04/2010,iShares $ TIPS ETF USD Acc GBP,107.88,,,,,
10/05/2010,iShares $ TIPS ETF USD Acc GBP,107.76,,,,,
10/06/2010,iShares $ TIPS ETF USD Acc GBP,109.83,,,,,
10/07/2010,iShares $ TIPS ETF USD Acc GBP,108.61,,,,,
10/08/2010,iShares $ TIPS ETF USD Acc GBP,109.18,,,,,
10/09/2010,iShares $ TIPS ETF USD Acc GBP,109.18,,,,,
10/10/2010,iShares $ TIPS ETF USD Acc GBP,109.18,,,,,
10/11/2010,iShares $ TIPS ETF USD Acc GBP,109.55,,,,,
10/12/2010,iShares $ TIPS ETF USD Acc GBP,110.33,,,,,
10/13/2010,iShares $ TIPS ETF USD Acc GBP,109.91,,,,,
10/14/2010,iShares $ TIPS ETF USD Acc GBP,109.71,,,,,
10/15/2010,iShares $ TIPS ETF USD Acc GBP,108.62,,,,,
10/16/2010,iShares $ TIPS ETF USD Acc GBP,108.62,,,,,
10/17/2010,iShares $ TIPS ETF USD Acc GBP,108.62,,,,,
10/18/2010,iShares $ TIPS ETF USD Acc GBP,109.96,,,,,
10/19/2010,iShares $ TIPS ETF USD Acc GBP,110.75,,,,,
10/20/2010,iShares $ TIPS ETF USD Acc GBP,110.25,,,,,
10/21/2010,iShares $ TIPS ETF USD Acc GBP,110.95,,,,,
10/22/2010,iShares $ TIPS ETF USD Acc GBP,111.42,,,,,
10/23/2010,iShares $ TIPS ETF USD Acc GBP,111.42,,,,,
10/24/2010,iShares $ TIPS ETF USD Acc GBP,111.42,,,,,
10/25/2010,iShares $ TIPS ETF USD Acc GBP,111.22,,,,,
10/26/2010,iShares $ TIPS ETF USD Acc GBP,109.94,,,,,
10/27/2010,iShares $ TIPS ETF USD Acc GBP,110.22,,,,,
10/28/2010,iShares $ TIPS ETF USD Acc GBP,109.04,,,,,
10/29/2010,iShares $ TIPS ETF USD Acc GBP,109.11,,,,,
10/30/2010,iShares $ TIPS ETF USD Acc GBP,109.11,,,,,
10/31/2010,iShares $ TIPS ETF USD Acc GBP,109.11,,,,,
11/01/2010,iShares $ TIPS ETF USD Acc GBP,108.95,,,,,
11/02/2010,iShares $ TIPS ETF USD Acc GBP,109.55,,,,,
11/03/2010,iShares $ TIPS ETF USD Acc GBP,109.4,,,,,
11/04/2010,iShares $ TIPS ETF USD Acc GBP,108.25,,,,,
11/05/2010,iShares $ TIPS ETF USD Acc GBP,107.98,,,,,
11/06/2010,iShares $ TIPS ETF USD Acc GBP,107.98,,,,,
11/07/2010,iShares $ TIPS ETF USD Acc GBP,107.98,,,,,
11/08/2010,iShares $ TIPS ETF USD Acc GBP,108.43,,,,,
11/09/2010,iShares $ TIPS ETF USD Acc GBP,108.75,,,,,
11/10/2010,iShares $ TIPS ETF USD Acc GBP,107.64,,,,,
11/11/2010,iShares $ TIPS ETF USD Acc GBP,107.59,,,,,
11/12/2010,iShares $ TIPS ETF USD Acc GBP,107.59,,,,,
11/13/2010,iShares $ TIPS ETF USD Acc GBP,107.59,,,,,
11/14/2010,iShares $ TIPS ETF USD Acc GBP,107.59,,,,,
11/15/2010,iShares $ TIPS ETF USD Acc GBP,106.89,,,,,
11/16/2010,iShares $ TIPS ETF USD Acc GBP,106.99,,,,,
11/17/2010,iShares $ TIPS ETF USD Acc GBP,107.35,,,,,
11/18/2010,iShares $ TIPS ETF USD Acc GBP,106.49,,,,,
11/19/2010,iShares $ TIPS ETF USD Acc GBP,107.42,,,,,
11/20/2010,iShares $ TIPS ETF USD Acc GBP,107.42,,,,,
11/21/2010,iShares $ TIPS ETF USD Acc GBP,107.42,,,,,
11/22/2010,iShares $ TIPS ETF USD Acc GBP,107.77,,,,,
11/23/2010,iShares $ TIPS ETF USD Acc GBP,109.17,,,,,
11/24/2010,iShares $ TIPS ETF USD Acc GBP,108.48,,,,,
11/25/2010,iShares $ TIPS ETF USD Acc GBP,108.47,,,,,
11/26/2010,iShares $ TIPS ETF USD Acc GBP,110,,,,,
11/27/2010,iShares $ TIPS ETF USD Acc GBP,110,,,,,
11/28/2010,iShares $ TIPS ETF USD Acc GBP,110,,,,,
11/29/2010,iShares $ TIPS ETF USD Acc GBP,110.25,,,,,
11/30/2010,iShares $ TIPS ETF USD Acc GBP,110.64,,,,,
12/01/2010,iShares $ TIPS ETF USD Acc GBP,109.71,,,,,
12/02/2010,iShares $ TIPS ETF USD Acc GBP,109.16,,,,,
12/03/2010,iShares $ TIPS ETF USD Acc GBP,108.43,,,,,
12/04/2010,iShares $ TIPS ETF USD Acc GBP,108.43,,,,,
12/05/2010,iShares $ TIPS ETF USD Acc GBP,108.43,,,,,
12/06/2010,iShares $ TIPS ETF USD Acc GBP,108.89,,,,,
12/07/2010,iShares $ TIPS ETF USD Acc GBP,107.6,,,,,
12/08/2010,iShares $ TIPS ETF USD Acc GBP,106.52,,,,,
12/09/2010,iShares $ TIPS ETF USD Acc GBP,106.53,,,,,
12/10/2010,iShares $ TIPS ETF USD Acc GBP,105.92,,,,,
12/11/2010,iShares $ TIPS ETF USD Acc GBP,105.92,,,,,
12/12/2010,iShares $ TIPS ETF USD Acc GBP,105.92,,,,,
12/13/2010,iShares $ TIPS ETF USD Acc GBP,105.29,,,,,
12/14/2010,iShares $ TIPS ETF USD Acc GBP,105.62,,,,,
12/15/2010,iShares $ TIPS ETF USD Acc GBP,106.77,,,,,
12/16/2010,iShares $ TIPS ETF USD Acc GBP,106.66,,,,,
12/17/2010,iShares $ TIPS ETF USD Acc GBP,108.47,,,,,
12/18/2010,iShares $ TIPS ETF USD Acc GBP,108.47,,,,,
12/19/2010,iShares $ TIPS ETF USD Acc GBP,108.47,,,,,
12/20/2010,iShares $ TIPS ETF USD Acc GBP,108.86,,,,,
12/21/2010,iShares $ TIPS ETF USD Acc GBP,108.77,,,,,
12/22/2010,iShares $ TIPS ETF USD Acc GBP,109.24,,,,,
12/23/2010,iShares $ TIPS ETF USD Acc GBP,109.07,,,,,
12/24/2010,iShares $ TIPS ETF USD Acc GBP,108.9,,,,,
12/25/2010,iShares $ TIPS ETF USD Acc GBP,108.9,,,,,
12/26/2010,iShares $ TIPS ETF USD Acc GBP,108.9,,,,,
12/27/2010,iShares $ TIPS ETF USD Acc GBP,108.9,,,,,
12/28/2010,iShares $ TIPS ETF USD Acc GBP,108.9,,,,,
12/29/2010,iShares $ TIPS ETF USD Acc GBP,108.25,,,,,
12/30/2010,iShares $ TIPS ETF USD Acc GBP,108.93,,,,,
12/31/2010,iShares $ TIPS ETF USD Acc GBP,108.4,,,,,
01/01/2011,iShares $ TIPS ETF USD Acc GBP,108.4,,,,,
01/02/2011,iShares $ TIPS ETF USD Acc GBP,108.4,,,,,
01/03/2011,iShares $ TIPS ETF USD Acc GBP,108.4,,,,,
01/04/2011,iShares $ TIPS ETF USD Acc GBP,108.33,,,,,
01/05/2011,iShares $ TIPS ETF USD Acc GBP,108.47,,,,,
01/06/2011,iShares $ TIPS ETF USD Acc GBP,108.84,,,,,
01/07/2011,iShares $ TIPS ETF USD Acc GBP,108.9,,,,,
01/08/2011,iShares $ TIPS ETF USD Acc GBP,108.9,,,,,
01/09/2011,iShares $ TIPS ETF USD Acc GBP,108.9,,,,,
01/10/2011,iShares $ TIPS ETF USD Acc GBP,108.84,,,,,
01/11/2011,iShares $ TIPS ETF USD Acc GBP,108.45,,,,,
01/12/2011,iShares $ TIPS ETF USD Acc GBP,107.49,,,,,
01/13/2011,iShares $ TIPS ETF USD Acc GBP,106.9,,,,,
01/14/2011,iShares $ TIPS ETF USD Acc GBP,107.2,,,,,
01/15/2011,iShares $ TIPS ETF USD Acc GBP,107.2,,,,,
01/16/2011,iShares $ TIPS ETF USD Acc GBP,107.2,,,,,
01/17/2011,iShares $ TIPS ETF USD Acc GBP,106.79,,,,,
01/18/2011,iShares $ TIPS ETF USD Acc GBP,105.7,,,,,
01/19/2011,iShares $ TIPS ETF USD Acc GBP,106.04,,,,,
01/20/2011,iShares $ TIPS ETF USD Acc GBP,106.5,,,,,
01/21/2011,iShares $ TIPS ETF USD Acc GBP,105.11,,,,,
01/22/2011,iShares $ TIPS ETF USD Acc GBP,105.11,,,,,
01/23/2011,iShares $ TIPS ETF USD Acc GBP,105.11,,,,,
01/24/2011,iShares $ TIPS ETF USD Acc GBP,105.2,,,,,
01/25/2011,iShares $ TIPS ETF USD Acc GBP,106.6,,,,,
01/26/2011,iShares $ TIPS ETF USD Acc GBP,106.03,,,,,
01/27/2011,iShares $ TIPS ETF USD Acc GBP,105.64,,,,,
01/28/2011,iShares $ TIPS ETF USD Acc GBP,106.61,,,,,
01/29/2011,iShares $ TIPS ETF USD Acc GBP,106.61,,,,,
01/30/2011,iShares $ TIPS ETF USD Acc GBP,106.61,,,,,
01/31/2011,iShares $ TIPS ETF USD Acc GBP,105.51,,,,,
02/01/2011,iShares $ TIPS ETF USD Acc GBP,104.61,,,,,
02/02/2011,iShares $ TIPS ETF USD Acc GBP,104.25,,,,,
02/03/2011,iShares $ TIPS ETF USD Acc GBP,104.05,,,,,
02/04/2011,iShares $ TIPS ETF USD Acc GBP,103.71,,,,,
02/05/2011,iShares $ TIPS ETF USD Acc GBP,103.71,,,,,
02/06/2011,iShares $ TIPS ETF USD Acc GBP,103.71,,,,,
02/07/2011,iShares $ TIPS ETF USD Acc GBP,103.27,,,,,
02/08/2011,iShares $ TIPS ETF USD Acc GBP,103.44,,,,,
02/09/2011,iShares $ TIPS ETF USD Acc GBP,103.06,,,,,
02/10/2011,iShares $ TIPS ETF USD Acc GBP,102.84,,,,,
02/11/2011,iShares $ TIPS ETF USD Acc GBP,103.66,,,,,
02/12/2011,iShares $ TIPS ETF USD Acc GBP,103.66,,,,,
02/13/2011,iShares $ TIPS ETF USD Acc GBP,103.66,,,,,
02/14/2011,iShares $ TIPS ETF USD Acc GBP,103.76,,,,,
02/15/2011,iShares $ TIPS ETF USD Acc GBP,102.77,,,,,
02/16/2011,iShares $ TIPS ETF USD Acc GBP,103.53,,,,,
02/17/2011,iShares $ TIPS ETF USD Acc GBP,102.89,,,,,
02/18/2011,iShares $ TIPS ETF USD Acc GBP,102.855,,,,,
02/19/2011,iShares $ TIPS ETF USD Acc GBP,102.855,,,,,
02/20/2011,iShares $ TIPS ETF USD Acc GBP,102.855,,,,,
02/21/2011,iShares $ TIPS ETF USD Acc GBP,103.35,,,,,
02/22/2011,iShares $ TIPS ETF USD Acc GBP,104.545,,,,,
02/23/2011,iShares $ TIPS ETF USD Acc GBP,104.395,,,,,
02/24/2011,iShares $ TIPS ETF USD Acc GBP,105.67,,,,,
02/25/2011,iShares $ TIPS ETF USD Acc GBP,105.885,,,,,
02/26/2011,iShares $ TIPS ETF USD Acc GBP,105.885,,,,,
02/27/2011,iShares $ TIPS ETF USD Acc GBP,105.885,,,,,
02/28/2011,iShares $ TIPS ETF USD Acc GBP,104.75,,,,,
03/01/2011,iShares $ TIPS ETF USD Acc GBP,104.35,,,,,
